,coef,std_err,t_stat,p_value
const,-0.027881738672277147,0.019559625581344428,-1.4254740488933582,0.1542606387566432
internet_users_lag1,-0.00010265718492142311,0.00013857508849225437,-0.7408054798186985,0.45894538070648694
gcf_pct_gdp_lag1,0.00023879525202547593,0.00048451425079557557,0.492854960681492,0.6221984345874945
secondary_enroll_lag1,0.00014655504365012711,0.0001818054679946721,0.8061091080848128,0.4203275986448882
trade_pct_gdp_lag1,0.00038829484925830725,0.00013818766150420426,2.8099096911520833,0.005029932251122027
