,coef,p_value
Intercept,195.13559931935202,0.001486722568508685
log_gdp_pc,-46.60464886808691,0.0008658896047663526
log_gdp_pc_sq,2.7916140868757697,0.0004117622096081088
regulatory_quality,15.49376663788922,0.011339278387657064
log_gdp_pc_x_reg,-1.8701084499447627,0.008413948458279048
