year,0,1,5,15,20,30,50,65,exp15
1994,78.8825,78.215,74.2775,64.3575,59.4525,49.72,30.7575,17.932499999999997,79.3575
1995,78.995,78.3075,74.3625,64.445,59.545,49.8,30.795,17.93,79.445
1996,79.16,78.465,74.5175,64.595,59.695,49.965,30.930000000000003,18.1025,79.595
1997,79.3875,78.6725,74.73249999999999,64.8175,59.9075,50.1675,31.0975,18.165,79.8175
1998,79.5275,78.805,74.86000000000001,64.945,60.06,50.31,31.217499999999998,18.255000000000003,79.945
1999,79.64999999999999,78.91499999999999,74.9625,65.04499999999999,60.14,50.4025,31.31,18.3075,80.04499999999999
2000,79.86500000000001,79.13,75.17250000000001,65.2475,60.352500000000006,50.625,31.4925,18.485,80.2475
2001,80.23,79.4675,75.52000000000001,65.5875,60.695,50.94,31.79,18.7725,80.5875
2002,80.1575,79.405,75.4625,65.525,60.625,50.89,31.715,18.6475,80.525
2003,80.39,79.6275,75.6875,65.75,60.8525,51.115,31.935,18.8375,80.75
2004,80.66,79.89,75.9375,66.0025,61.1,51.3775,32.167500000000004,19.064999999999998,81.0025
2005,80.7775,79.9775,76.0375,66.10749999999999,61.1925,51.457499999999996,32.2375,19.119999999999997,81.10749999999999
2006,81.0225,80.2325,76.26750000000001,66.34,61.410000000000004,51.6975,32.4775,19.335,81.34
2007,81.155,80.3575,76.405,66.4675,61.5625,51.8275,32.585,19.395000000000003,81.4675
2008,81.2975,80.5,76.5475,66.605,61.695,51.9625,32.7075,19.5,81.605
2009,81.5,80.7,76.7575,66.82249999999999,61.9025,52.160000000000004,32.9,19.6575,81.82249999999999
2010,81.66499999999999,80.865,76.9075,66.965,62.045,52.307500000000005,33.015,19.7375,81.965
2011,82.23,81.395,77.435,67.485,62.57,52.835,33.515,20.085,82.485
2012,81.88250000000001,81.08500000000001,77.125,67.1875,62.26,52.515,33.230000000000004,19.8775,82.1875
2013,82.05,81.2625,77.2975,67.35,62.42250000000001,52.692499999999995,33.400000000000006,20.04,82.35
2014,82.26249999999999,81.4475,77.4825,67.54,62.6125,52.8775,33.59,20.2025,82.54
2015,82.3275,81.52250000000001,77.5625,67.62,62.692499999999995,52.9675,33.6525,20.235,82.62
2016,82.3925,81.5975,77.6225,67.66,62.7475,53.0,33.765,20.3125,82.66
2017,82.545,81.73249999999999,77.77000000000001,67.82249999999999,62.8975,53.167500000000004,33.855000000000004,20.3675,82.82249999999999
2018,82.66,81.83,77.875,67.925,63.005,53.269999999999996,33.9375,20.432499999999997,82.925
2019,82.9925,82.1675,78.2075,68.25,63.33,53.5825,34.239999999999995,20.697499999999998,83.25
2020,82.775,81.95750000000001,77.9975,68.05000000000001,63.1275,53.3675,34.00749999999999,20.455000000000002,83.05000000000001
2021,83.01499999999999,82.16999999999999,78.205,68.26,63.335,53.575,34.24,20.71,83.26
2022,83.035,82.22,78.25999999999999,68.31,63.39,53.625,34.26,20.675,83.31
2023,83.24000000000001,82.41499999999999,78.45,68.505,63.585,53.83,34.485,20.88,83.505
