state,fire_year,month,cause_class,n
AK,1992,4,Human,20
AK,1992,5,Human,152
AK,1992,5,Missing data/not specified/undetermined,1
AK,1992,5,Natural,3
AK,1992,6,Human,95
AK,1992,6,Natural,32
AK,1992,7,Human,51
AK,1992,7,Missing data/not specified/undetermined,1
AK,1992,7,Natural,53
AK,1992,8,Human,27
AK,1992,8,Natural,10
AK,1992,9,Human,28
AK,1992,10,Human,7
AK,1993,4,Human,32
AK,1993,5,Human,158
AK,1993,5,Natural,1
AK,1993,6,Human,98
AK,1993,6,Natural,139
AK,1993,7,Human,182
AK,1993,7,Natural,126
AK,1993,8,Human,91
AK,1993,8,Natural,10
AK,1993,9,Human,21
AK,1993,10,Human,1
AK,1994,3,Human,2
AK,1994,4,Human,19
AK,1994,5,Human,129
AK,1994,5,Missing data/not specified/undetermined,1
AK,1994,5,Natural,3
AK,1994,6,Human,53
AK,1994,6,Missing data/not specified/undetermined,2
AK,1994,6,Natural,124
AK,1994,7,Human,86
AK,1994,7,Natural,56
AK,1994,8,Human,88
AK,1994,8,Natural,24
AK,1994,9,Human,42
AK,1994,9,Natural,1
AK,1994,10,Human,9
AK,1995,3,Human,2
AK,1995,4,Human,71
AK,1995,5,Human,128
AK,1995,5,Missing data/not specified/undetermined,1
AK,1995,5,Natural,15
AK,1995,6,Human,79
AK,1995,6,Natural,29
AK,1995,7,Human,28
AK,1995,7,Natural,19
AK,1995,8,Human,16
AK,1995,9,Human,20
AK,1995,10,Human,3
AK,1995,12,Human,3
AK,1996,3,Human,2
AK,1996,4,Human,47
AK,1996,5,Human,268
AK,1996,5,Natural,6
AK,1996,6,Human,123
AK,1996,6,Natural,82
AK,1996,7,Human,62
AK,1996,7,Natural,53
AK,1996,8,Human,26
AK,1996,8,Natural,1
AK,1996,9,Human,34
AK,1996,10,Human,14
AK,1997,3,Human,8
AK,1997,4,Human,57
AK,1997,5,Human,166
AK,1997,5,Natural,1
AK,1997,6,Human,116
AK,1997,6,Natural,85
AK,1997,7,Human,82
AK,1997,7,Missing data/not specified/undetermined,1
AK,1997,7,Natural,139
AK,1997,8,Human,28
AK,1997,8,Natural,15
AK,1997,9,Human,18
AK,1997,10,Human,3
AK,1997,11,Human,1
AK,1998,2,Human,1
AK,1998,3,Human,2
AK,1998,4,Human,94
AK,1998,5,Human,109
AK,1998,5,Natural,6
AK,1998,6,Human,66
AK,1998,6,Natural,14
AK,1998,7,Human,37
AK,1998,7,Natural,27
AK,1998,8,Human,29
AK,1998,8,Natural,1
AK,1998,9,Human,19
AK,1998,10,Human,3
AK,1999,3,Human,1
AK,1999,4,Human,36
AK,1999,4,Missing data/not specified/undetermined,1
AK,1999,5,Human,110
AK,1999,5,Natural,4
AK,1999,6,Human,103
AK,1999,6,Natural,76
AK,1999,7,Human,53
AK,1999,7,Natural,75
AK,1999,8,Human,9
AK,1999,8,Natural,2
AK,1999,9,Human,11
AK,1999,10,Human,1
AK,2000,4,Human,14
AK,2000,4,Natural,1
AK,2000,5,Human,122
AK,2000,6,Human,87
AK,2000,6,Missing data/not specified/undetermined,1
AK,2000,6,Natural,67
AK,2000,7,Human,27
AK,2000,7,Natural,12
AK,2000,8,Human,22
AK,2000,8,Natural,3
AK,2000,9,Human,6
AK,2000,11,Human,1
AK,2000,12,Human,1
AK,2001,3,Human,3
AK,2001,4,Human,28
AK,2001,5,Human,124
AK,2001,5,Natural,1
AK,2001,6,Human,109
AK,2001,6,Natural,24
AK,2001,7,Human,28
AK,2001,7,Natural,4
AK,2001,8,Human,23
AK,2001,9,Human,12
AK,2001,10,Human,3
AK,2002,1,Human,1
AK,2002,3,Human,1
AK,2002,4,Human,20
AK,2002,5,Human,219
AK,2002,5,Natural,13
AK,2002,6,Human,54
AK,2002,6,Natural,39
AK,2002,7,Human,43
AK,2002,7,Natural,104
AK,2002,8,Human,22
AK,2002,8,Natural,13
AK,2002,9,Human,6
AK,2002,9,Natural,1
AK,2002,11,Human,1
AK,2003,1,Natural,1
AK,2003,3,Human,45
AK,2003,4,Human,42
AK,2003,5,Human,129
AK,2003,5,Missing data/not specified/undetermined,1
AK,2003,5,Natural,5
AK,2003,6,Human,73
AK,2003,6,Natural,67
AK,2003,7,Human,47
AK,2003,7,Natural,4
AK,2003,8,Human,37
AK,2003,8,Missing data/not specified/undetermined,1
AK,2003,8,Natural,3
AK,2003,9,Human,15
AK,2003,10,Human,7
AK,2003,11,Human,1
AK,2004,1,Human,1
AK,2004,3,Human,1
AK,2004,4,Human,14
AK,2004,5,Human,82
AK,2004,5,Missing data/not specified/undetermined,12
AK,2004,5,Natural,13
AK,2004,6,Human,83
AK,2004,6,Missing data/not specified/undetermined,11
AK,2004,6,Natural,130
AK,2004,7,Human,90
AK,2004,7,Missing data/not specified/undetermined,6
AK,2004,7,Natural,96
AK,2004,8,Human,76
AK,2004,8,Missing data/not specified/undetermined,12
AK,2004,8,Natural,28
AK,2004,9,Human,24
AK,2004,9,Missing data/not specified/undetermined,6
AK,2004,9,Natural,7
AK,2004,10,Human,2
AK,2005,3,Human,5
AK,2005,4,Human,41
AK,2005,4,Natural,1
AK,2005,5,Human,113
AK,2005,5,Missing data/not specified/undetermined,1
AK,2005,5,Natural,14
AK,2005,6,Human,49
AK,2005,6,Natural,177
AK,2005,7,Human,48
AK,2005,7,Natural,105
AK,2005,8,Human,33
AK,2005,8,Natural,27
AK,2005,9,Human,4
AK,2005,9,Natural,1
AK,2006,4,Human,14
AK,2006,5,Human,103
AK,2006,5,Missing data/not specified/undetermined,12
AK,2006,5,Natural,2
AK,2006,6,Human,54
AK,2006,6,Missing data/not specified/undetermined,7
AK,2006,6,Natural,7
AK,2006,7,Human,27
AK,2006,7,Missing data/not specified/undetermined,2
AK,2006,7,Natural,42
AK,2006,8,Human,9
AK,2006,8,Natural,2
AK,2006,9,Human,13
AK,2006,9,Natural,1
AK,2006,10,Human,6
AK,2007,4,Human,39
AK,2007,4,Missing data/not specified/undetermined,5
AK,2007,5,Human,98
AK,2007,5,Missing data/not specified/undetermined,16
AK,2007,5,Natural,10
AK,2007,6,Human,47
AK,2007,6,Missing data/not specified/undetermined,9
AK,2007,6,Natural,99
AK,2007,7,Human,12
AK,2007,7,Missing data/not specified/undetermined,2
AK,2007,7,Natural,145
AK,2007,8,Human,9
AK,2007,8,Natural,6
AK,2007,9,Human,8
AK,2007,9,Missing data/not specified/undetermined,1
AK,2007,9,Natural,3
AK,2007,10,Human,2
AK,2007,11,Human,2
AK,2008,3,Human,14
AK,2008,4,Human,22
AK,2008,5,Human,111
AK,2008,5,Natural,4
AK,2008,6,Human,65
AK,2008,6,Natural,26
AK,2008,7,Human,23
AK,2008,7,Missing data/not specified/undetermined,1
AK,2008,7,Natural,68
AK,2008,8,Human,17
AK,2008,8,Natural,4
AK,2008,9,Human,12
AK,2008,9,Missing data/not specified/undetermined,1
AK,2008,9,Natural,1
AK,2009,1,Human,1
AK,2009,3,Human,1
AK,2009,4,Human,27
AK,2009,5,Human,125
AK,2009,5,Natural,36
AK,2009,6,Human,42
AK,2009,6,Natural,82
AK,2009,7,Human,79
AK,2009,7,Natural,67
AK,2009,8,Human,28
AK,2009,8,Natural,8
AK,2009,9,Human,5
AK,2009,9,Natural,2
AK,2009,10,Human,8
AK,2009,11,Human,2
AK,2010,3,Human,2
AK,2010,4,Human,45
AK,2010,4,Natural,2
AK,2010,5,Human,145
AK,2010,5,Natural,83
AK,2010,6,Human,52
AK,2010,6,Natural,143
AK,2010,7,Human,26
AK,2010,7,Natural,103
AK,2010,8,Human,44
AK,2010,8,Natural,4
AK,2010,9,Human,34
AK,2010,10,Human,6
AK,2010,11,Human,1
AK,2011,1,Human,1
AK,2011,3,Human,4
AK,2011,4,Human,39
AK,2011,5,Human,175
AK,2011,5,Natural,55
AK,2011,6,Human,63
AK,2011,6,Natural,25
AK,2011,7,Human,55
AK,2011,7,Natural,50
AK,2011,8,Human,19
AK,2011,8,Natural,4
AK,2011,9,Human,12
AK,2011,10,Human,6
AK,2012,4,Human,19
AK,2012,5,Human,90
AK,2012,5,Natural,2
AK,2012,6,Human,49
AK,2012,6,Natural,105
AK,2012,7,Human,20
AK,2012,7,Natural,33
AK,2012,8,Human,23
AK,2012,8,Natural,3
AK,2012,9,Human,39
AK,2012,9,Natural,2
AK,2012,10,Human,6
AK,2012,10,Natural,1
AK,2012,11,Human,10
AK,2012,12,Human,7
AK,2013,2,Human,1
AK,2013,3,Natural,1
AK,2013,4,Human,7
AK,2013,5,Human,93
AK,2013,5,Missing data/not specified/undetermined,1
AK,2013,5,Natural,22
AK,2013,6,Human,158
AK,2013,6,Natural,127
AK,2013,7,Human,64
AK,2013,7,Natural,42
AK,2013,8,Human,38
AK,2013,8,Natural,19
AK,2013,9,Human,15
AK,2013,9,Natural,1
AK,2013,10,Human,2
AK,2013,11,Human,1
AK,2014,2,Human,1
AK,2014,3,Human,5
AK,2014,4,Human,34
AK,2014,4,Natural,1
AK,2014,5,Human,172
AK,2014,5,Missing data/not specified/undetermined,2
AK,2014,5,Natural,1
AK,2014,6,Human,49
AK,2014,6,Natural,12
AK,2014,7,Human,35
AK,2014,7,Natural,18
AK,2014,8,Human,20
AK,2014,8,Natural,21
AK,2014,9,Human,16
AK,2014,10,Human,3
AK,2014,11,Human,3
AK,2015,1,Human,1
AK,2015,2,Human,1
AK,2015,3,Human,9
AK,2015,4,Human,45
AK,2015,5,Human,137
AK,2015,5,Natural,21
AK,2015,6,Human,76
AK,2015,6,Natural,322
AK,2015,7,Human,43
AK,2015,7,Missing data/not specified/undetermined,1
AK,2015,7,Natural,72
AK,2015,8,Human,24
AK,2015,8,Natural,7
AK,2015,9,Human,9
AK,2015,10,Human,2
AK,2015,12,Human,1
AK,2016,2,Human,4
AK,2016,3,Human,7
AK,2016,4,Human,72
AK,2016,4,Natural,1
AK,2016,5,Human,106
AK,2016,5,Natural,9
AK,2016,6,Human,65
AK,2016,6,Natural,78
AK,2016,7,Human,33
AK,2016,7,Natural,141
AK,2016,8,Human,21
AK,2016,9,Human,17
AK,2016,10,Human,17
AK,2016,11,Human,3
AK,2016,12,Human,2
AK,2017,2,Human,1
AK,2017,3,Human,4
AK,2017,4,Human,39
AK,2017,5,Human,78
AK,2017,5,Natural,3
AK,2017,6,Human,41
AK,2017,6,Natural,87
AK,2017,7,Human,16
AK,2017,7,Natural,60
AK,2017,8,Human,17
AK,2017,8,Natural,3
AK,2017,9,Human,9
AK,2017,10,Human,2
AK,2018,1,Natural,1
AK,2018,2,Human,3
AK,2018,4,Human,13
AK,2018,4,Missing data/not specified/undetermined,1
AK,2018,5,Human,65
AK,2018,5,Missing data/not specified/undetermined,5
AK,2018,5,Natural,1
AK,2018,6,Human,46
AK,2018,6,Missing data/not specified/undetermined,3
AK,2018,6,Natural,116
AK,2018,7,Human,50
AK,2018,7,Missing data/not specified/undetermined,7
AK,2018,7,Natural,18
AK,2018,8,Human,6
AK,2018,8,Missing data/not specified/undetermined,1
AK,2018,9,Human,14
AK,2018,10,Human,7
AK,2018,10,Missing data/not specified/undetermined,1
AK,2018,10,Natural,1
AK,2019,1,Natural,1
AK,2019,2,Missing data/not specified/undetermined,1
AK,2019,3,Human,9
AK,2019,3,Missing data/not specified/undetermined,2
AK,2019,4,Human,28
AK,2019,4,Missing data/not specified/undetermined,38
AK,2019,5,Human,17
AK,2019,5,Missing data/not specified/undetermined,41
AK,2019,5,Natural,5
AK,2019,6,Human,16
AK,2019,6,Missing data/not specified/undetermined,60
AK,2019,6,Natural,137
AK,2019,7,Human,24
AK,2019,7,Missing data/not specified/undetermined,88
AK,2019,7,Natural,137
AK,2019,8,Human,18
AK,2019,8,Missing data/not specified/undetermined,62
AK,2019,8,Natural,8
AK,2019,9,Human,8
AK,2019,9,Missing data/not specified/undetermined,17
AK,2019,9,Natural,3
AK,2019,10,Missing data/not specified/undetermined,1
AK,2020,1,Natural,1
AK,2020,3,Human,2
AK,2020,4,Human,23
AK,2020,4,Missing data/not specified/undetermined,1
AK,2020,5,Human,67
AK,2020,5,Missing data/not specified/undetermined,4
AK,2020,5,Natural,25
AK,2020,6,Human,20
AK,2020,6,Missing data/not specified/undetermined,2
AK,2020,6,Natural,131
AK,2020,7,Human,29
AK,2020,7,Natural,11
AK,2020,8,Human,16
AK,2020,9,Human,9
AK,2020,9,Natural,1
AK,2020,10,Human,7
AL,1992,1,Human,9
AL,1992,2,Human,27
AL,1992,3,Human,14
AL,1992,4,Human,17
AL,1992,4,Natural,1
AL,1992,5,Human,9
AL,1992,5,Missing data/not specified/undetermined,1
AL,1992,8,Human,1
AL,1992,8,Natural,1
AL,1992,9,Human,1
AL,1992,10,Human,4
AL,1992,11,Human,6
AL,1992,12,Human,2
AL,1993,1,Human,18
AL,1993,2,Human,34
AL,1993,3,Human,23
AL,1993,3,Natural,1
AL,1993,4,Human,14
AL,1993,6,Human,3
AL,1993,7,Human,8
AL,1993,7,Natural,5
AL,1993,8,Natural,3
AL,1993,9,Human,4
AL,1993,10,Human,8
AL,1993,10,Missing data/not specified/undetermined,4
AL,1993,11,Human,6
AL,1993,11,Missing data/not specified/undetermined,1
AL,1993,12,Human,4
AL,1993,12,Missing data/not specified/undetermined,1
AL,1994,1,Human,428
AL,1994,1,Missing data/not specified/undetermined,1
AL,1994,2,Human,704
AL,1994,2,Missing data/not specified/undetermined,1
AL,1994,3,Human,1171
AL,1994,3,Missing data/not specified/undetermined,8
AL,1994,3,Natural,1
AL,1994,4,Human,260
AL,1994,4,Natural,4
AL,1994,5,Human,224
AL,1994,5,Missing data/not specified/undetermined,1
AL,1994,5,Natural,1
AL,1994,6,Human,35
AL,1994,6,Missing data/not specified/undetermined,1
AL,1994,6,Natural,6
AL,1994,7,Human,13
AL,1994,7,Natural,2
AL,1994,8,Human,47
AL,1994,9,Human,95
AL,1994,9,Missing data/not specified/undetermined,2
AL,1994,10,Human,36
AL,1994,11,Human,257
AL,1994,11,Missing data/not specified/undetermined,3
AL,1994,12,Human,150
AL,1994,12,Missing data/not specified/undetermined,1
AL,1995,1,Human,183
AL,1995,1,Natural,1
AL,1995,2,Human,712
AL,1995,2,Missing data/not specified/undetermined,5
AL,1995,2,Natural,1
AL,1995,3,Human,715
AL,1995,3,Missing data/not specified/undetermined,1
AL,1995,4,Human,600
AL,1995,4,Missing data/not specified/undetermined,2
AL,1995,5,Human,167
AL,1995,5,Natural,5
AL,1995,6,Human,161
AL,1995,6,Missing data/not specified/undetermined,1
AL,1995,6,Natural,8
AL,1995,7,Human,353
AL,1995,7,Missing data/not specified/undetermined,4
AL,1995,7,Natural,25
AL,1995,8,Human,327
AL,1995,8,Missing data/not specified/undetermined,1
AL,1995,8,Natural,10
AL,1995,9,Human,485
AL,1995,9,Missing data/not specified/undetermined,1
AL,1995,9,Natural,9
AL,1995,10,Human,165
AL,1995,10,Missing data/not specified/undetermined,1
AL,1995,10,Natural,1
AL,1995,11,Human,66
AL,1995,12,Human,215
AL,1995,12,Missing data/not specified/undetermined,1
AL,1995,12,Natural,4
AL,1996,1,Human,247
AL,1996,1,Missing data/not specified/undetermined,1
AL,1996,2,Human,1113
AL,1996,2,Missing data/not specified/undetermined,3
AL,1996,3,Human,1089
AL,1996,3,Missing data/not specified/undetermined,5
AL,1996,3,Natural,1
AL,1996,4,Human,540
AL,1996,4,Natural,1
AL,1996,5,Human,288
AL,1996,5,Natural,18
AL,1996,6,Human,79
AL,1996,6,Natural,6
AL,1996,7,Human,229
AL,1996,7,Natural,7
AL,1996,8,Human,59
AL,1996,8,Natural,3
AL,1996,9,Human,31
AL,1996,10,Human,98
AL,1996,10,Natural,1
AL,1996,11,Human,110
AL,1996,11,Missing data/not specified/undetermined,3
AL,1996,12,Human,114
AL,1996,12,Missing data/not specified/undetermined,2
AL,1997,1,Human,201
AL,1997,1,Missing data/not specified/undetermined,2
AL,1997,1,Natural,1
AL,1997,2,Human,214
AL,1997,3,Human,599
AL,1997,3,Missing data/not specified/undetermined,1
AL,1997,4,Human,414
AL,1997,4,Missing data/not specified/undetermined,2
AL,1997,4,Natural,1
AL,1997,5,Human,156
AL,1997,5,Missing data/not specified/undetermined,1
AL,1997,5,Natural,1
AL,1997,6,Human,6
AL,1997,6,Missing data/not specified/undetermined,1
AL,1997,7,Human,31
AL,1997,7,Natural,2
AL,1997,8,Human,58
AL,1997,8,Natural,2
AL,1997,9,Human,374
AL,1997,9,Missing data/not specified/undetermined,2
AL,1997,9,Natural,1
AL,1997,10,Human,348
AL,1997,10,Natural,2
AL,1997,11,Human,71
AL,1997,12,Human,100
AL,1998,1,Human,126
AL,1998,2,Human,361
AL,1998,2,Missing data/not specified/undetermined,1
AL,1998,2,Natural,4
AL,1998,3,Human,734
AL,1998,3,Missing data/not specified/undetermined,2
AL,1998,3,Natural,2
AL,1998,4,Human,150
AL,1998,4,Missing data/not specified/undetermined,1
AL,1998,5,Human,213
AL,1998,5,Natural,4
AL,1998,6,Human,262
AL,1998,6,Missing data/not specified/undetermined,1
AL,1998,6,Natural,18
AL,1998,7,Human,93
AL,1998,7,Natural,12
AL,1998,8,Human,144
AL,1998,8,Natural,3
AL,1998,9,Human,527
AL,1998,9,Missing data/not specified/undetermined,2
AL,1998,9,Natural,7
AL,1998,10,Human,589
AL,1998,10,Missing data/not specified/undetermined,4
AL,1998,11,Human,191
AL,1998,11,Missing data/not specified/undetermined,1
AL,1998,12,Human,114
AL,1999,1,Human,187
AL,1999,2,Human,467
AL,1999,2,Missing data/not specified/undetermined,1
AL,1999,2,Natural,1
AL,1999,3,Human,641
AL,1999,3,Missing data/not specified/undetermined,2
AL,1999,3,Natural,12
AL,1999,4,Human,559
AL,1999,4,Missing data/not specified/undetermined,2
AL,1999,4,Natural,4
AL,1999,5,Human,165
AL,1999,5,Missing data/not specified/undetermined,1
AL,1999,5,Natural,7
AL,1999,6,Human,44
AL,1999,6,Natural,6
AL,1999,7,Human,35
AL,1999,7,Natural,3
AL,1999,8,Human,411
AL,1999,8,Natural,16
AL,1999,9,Human,958
AL,1999,9,Natural,13
AL,1999,10,Human,322
AL,1999,10,Natural,1
AL,1999,11,Human,378
AL,1999,12,Human,265
AL,2000,1,Human,261
AL,2000,2,Human,1155
AL,2000,2,Natural,1
AL,2000,3,Human,665
AL,2000,4,Human,241
AL,2000,4,Natural,3
AL,2000,5,Human,510
AL,2000,5,Natural,5
AL,2000,6,Human,315
AL,2000,6,Natural,17
AL,2000,7,Human,769
AL,2000,7,Natural,132
AL,2000,8,Human,635
AL,2000,8,Natural,78
AL,2000,9,Human,417
AL,2000,9,Natural,26
AL,2000,10,Human,757
AL,2000,10,Natural,4
AL,2000,11,Human,168
AL,2000,12,Human,107
AL,2001,1,Human,262
AL,2001,2,Human,638
AL,2001,2,Natural,1
AL,2001,3,Human,309
AL,2001,4,Human,312
AL,2001,4,Natural,4
AL,2001,5,Human,294
AL,2001,5,Natural,19
AL,2001,6,Human,37
AL,2001,6,Natural,5
AL,2001,7,Human,51
AL,2001,7,Natural,1
AL,2001,8,Human,44
AL,2001,8,Natural,4
AL,2001,9,Human,61
AL,2001,10,Human,271
AL,2001,10,Natural,1
AL,2001,11,Human,881
AL,2001,12,Human,114
AL,2002,1,Human,149
AL,2002,2,Human,793
AL,2002,2,Natural,1
AL,2002,3,Human,656
AL,2002,3,Natural,1
AL,2002,4,Human,332
AL,2002,4,Natural,2
AL,2002,5,Human,217
AL,2002,5,Natural,7
AL,2002,6,Human,155
AL,2002,6,Missing data/not specified/undetermined,1
AL,2002,6,Natural,23
AL,2002,7,Human,51
AL,2002,7,Natural,9
AL,2002,8,Human,134
AL,2002,8,Natural,19
AL,2002,9,Human,249
AL,2002,9,Natural,4
AL,2002,10,Human,11
AL,2002,11,Human,35
AL,2002,12,Human,76
AL,2002,12,Missing data/not specified/undetermined,1
AL,2003,1,Human,348
AL,2003,2,Human,155
AL,2003,3,Human,226
AL,2003,4,Human,199
AL,2003,4,Missing data/not specified/undetermined,1
AL,2003,5,Human,30
AL,2003,5,Natural,1
AL,2003,6,Human,18
AL,2003,7,Human,16
AL,2003,8,Human,31
AL,2003,8,Natural,1
AL,2003,9,Human,92
AL,2003,10,Human,207
AL,2003,11,Human,293
AL,2003,12,Human,200
AL,2003,12,Missing data/not specified/undetermined,1
AL,2004,1,Human,267
AL,2004,2,Human,301
AL,2004,3,Human,1425
AL,2004,3,Missing data/not specified/undetermined,5
AL,2004,3,Natural,1
AL,2004,4,Human,564
AL,2004,4,Missing data/not specified/undetermined,1
AL,2004,4,Natural,4
AL,2004,5,Human,77
AL,2004,5,Natural,1
AL,2004,6,Human,13
AL,2004,6,Natural,1
AL,2004,7,Human,30
AL,2004,8,Human,68
AL,2004,8,Natural,3
AL,2004,9,Human,94
AL,2004,10,Human,76
AL,2004,11,Human,30
AL,2004,12,Human,91
AL,2005,1,Human,341
AL,2005,2,Human,206
AL,2005,3,Human,476
AL,2005,3,Missing data/not specified/undetermined,2
AL,2005,3,Natural,2
AL,2005,4,Human,190
AL,2005,4,Natural,3
AL,2005,5,Human,126
AL,2005,5,Natural,2
AL,2005,6,Human,20
AL,2005,7,Human,16
AL,2005,7,Natural,1
AL,2005,8,Human,32
AL,2005,8,Natural,2
AL,2005,9,Human,170
AL,2005,10,Human,308
AL,2005,10,Missing data/not specified/undetermined,1
AL,2005,11,Human,476
AL,2005,12,Human,173
AL,2006,1,Human,386
AL,2006,1,Missing data/not specified/undetermined,2
AL,2006,2,Human,264
AL,2006,3,Human,1073
AL,2006,3,Missing data/not specified/undetermined,7
AL,2006,4,Human,476
AL,2006,4,Missing data/not specified/undetermined,1
AL,2006,4,Natural,6
AL,2006,5,Human,117
AL,2006,5,Natural,3
AL,2006,6,Human,385
AL,2006,6,Missing data/not specified/undetermined,1
AL,2006,6,Natural,58
AL,2006,7,Human,353
AL,2006,7,Missing data/not specified/undetermined,1
AL,2006,7,Natural,59
AL,2006,8,Human,134
AL,2006,8,Missing data/not specified/undetermined,2
AL,2006,8,Natural,31
AL,2006,9,Human,134
AL,2006,9,Natural,3
AL,2006,10,Human,159
AL,2006,11,Human,88
AL,2006,12,Human,203
AL,2006,12,Missing data/not specified/undetermined,1
AL,2007,1,Human,76
AL,2007,2,Human,488
AL,2007,2,Missing data/not specified/undetermined,1
AL,2007,2,Natural,3
AL,2007,3,Human,1062
AL,2007,4,Human,229
AL,2007,4,Natural,4
AL,2007,5,Human,470
AL,2007,5,Natural,25
AL,2007,6,Human,341
AL,2007,6,Natural,61
AL,2007,7,Human,68
AL,2007,7,Natural,11
AL,2007,8,Human,333
AL,2007,8,Natural,84
AL,2007,9,Human,124
AL,2007,9,Natural,4
AL,2007,10,Human,240
AL,2007,11,Human,133
AL,2007,12,Human,76
AL,2008,1,Human,107
AL,2008,2,Human,247
AL,2008,3,Human,474
AL,2008,4,Human,125
AL,2008,4,Missing data/not specified/undetermined,1
AL,2008,4,Natural,2
AL,2008,5,Human,85
AL,2008,6,Human,155
AL,2008,6,Natural,16
AL,2008,7,Human,124
AL,2008,7,Natural,14
AL,2008,8,Human,67
AL,2008,8,Natural,8
AL,2008,9,Human,100
AL,2008,10,Human,159
AL,2008,11,Human,246
AL,2008,12,Human,76
AL,2009,1,Human,121
AL,2009,1,Missing data/not specified/undetermined,1
AL,2009,2,Human,411
AL,2009,2,Missing data/not specified/undetermined,1
AL,2009,3,Human,430
AL,2009,3,Missing data/not specified/undetermined,3
AL,2009,4,Human,135
AL,2009,4,Missing data/not specified/undetermined,2
AL,2009,4,Natural,5
AL,2009,5,Human,19
AL,2009,6,Human,91
AL,2009,6,Missing data/not specified/undetermined,1
AL,2009,6,Natural,3
AL,2009,7,Human,109
AL,2009,7,Missing data/not specified/undetermined,1
AL,2009,7,Natural,8
AL,2009,8,Human,18
AL,2009,8,Natural,2
AL,2009,9,Human,5
AL,2009,10,Human,2
AL,2009,11,Human,2
AL,2010,1,Human,111
AL,2010,2,Human,189
AL,2010,3,Human,340
AL,2010,4,Human,401
AL,2010,4,Natural,2
AL,2010,5,Human,39
AL,2010,5,Missing data/not specified/undetermined,1
AL,2010,5,Natural,2
AL,2010,6,Human,35
AL,2010,6,Natural,4
AL,2010,7,Human,78
AL,2010,7,Natural,8
AL,2010,8,Human,105
AL,2010,8,Natural,11
AL,2010,9,Human,542
AL,2010,9,Natural,5
AL,2010,10,Human,752
AL,2010,10,Natural,4
AL,2010,11,Human,124
AL,2010,12,Human,160
AL,2011,1,Human,137
AL,2011,2,Human,444
AL,2011,3,Human,300
AL,2011,4,Human,117
AL,2011,4,Natural,2
AL,2011,5,Human,172
AL,2011,5,Natural,10
AL,2011,6,Human,221
AL,2011,6,Natural,55
AL,2011,7,Human,53
AL,2011,7,Natural,28
AL,2011,8,Human,140
AL,2011,8,Natural,7
AL,2011,9,Human,70
AL,2011,9,Natural,3
AL,2011,10,Human,125
AL,2011,11,Human,118
AL,2011,11,Natural,2
AL,2011,12,Human,38
AL,2012,1,Human,168
AL,2012,1,Natural,1
AL,2012,2,Human,131
AL,2012,3,Human,335
AL,2012,4,Human,156
AL,2012,4,Missing data/not specified/undetermined,1
AL,2012,5,Human,103
AL,2012,5,Natural,6
AL,2012,6,Human,158
AL,2012,6,Natural,7
AL,2012,7,Human,138
AL,2012,7,Missing data/not specified/undetermined,1
AL,2012,7,Natural,41
AL,2012,8,Human,29
AL,2012,8,Natural,7
AL,2012,9,Human,41
AL,2012,10,Human,100
AL,2012,11,Human,212
AL,2012,11,Missing data/not specified/undetermined,1
AL,2012,12,Human,111
AL,2013,1,Human,91
AL,2013,2,Human,130
AL,2013,2,Missing data/not specified/undetermined,1
AL,2013,3,Human,665
AL,2013,3,Natural,2
AL,2013,4,Human,149
AL,2013,4,Natural,2
AL,2013,5,Human,96
AL,2013,5,Natural,1
AL,2013,6,Human,24
AL,2013,6,Natural,7
AL,2013,7,Human,13
AL,2013,8,Human,14
AL,2013,8,Natural,2
AL,2013,9,Human,72
AL,2013,9,Natural,2
AL,2013,10,Human,78
AL,2013,11,Human,247
AL,2013,12,Human,74
AL,2014,1,Human,400
AL,2014,2,Human,174
AL,2014,2,Missing data/not specified/undetermined,1
AL,2014,3,Human,478
AL,2014,4,Human,172
AL,2014,4,Natural,1
AL,2014,5,Human,74
AL,2014,5,Natural,2
AL,2014,6,Human,20
AL,2014,6,Natural,1
AL,2014,7,Human,59
AL,2014,7,Natural,6
AL,2014,8,Human,132
AL,2014,8,Missing data/not specified/undetermined,1
AL,2014,8,Natural,8
AL,2014,9,Human,117
AL,2014,9,Natural,8
AL,2014,10,Human,204
AL,2014,11,Human,321
AL,2014,12,Human,239
AL,2015,1,Human,297
AL,2015,2,Human,558
AL,2015,3,Human,199
AL,2015,4,Human,77
AL,2015,5,Human,112
AL,2015,5,Missing data/not specified/undetermined,1
AL,2015,5,Natural,2
AL,2015,6,Human,85
AL,2015,6,Natural,7
AL,2015,7,Human,58
AL,2015,7,Natural,7
AL,2015,8,Human,107
AL,2015,8,Natural,8
AL,2015,9,Human,133
AL,2015,9,Natural,3
AL,2015,10,Human,278
AL,2015,10,Missing data/not specified/undetermined,1
AL,2015,11,Human,84
AL,2015,12,Human,57
AL,2016,1,Human,29
AL,2016,2,Human,221
AL,2016,3,Human,256
AL,2016,3,Missing data/not specified/undetermined,1
AL,2016,3,Natural,1
AL,2016,4,Human,110
AL,2016,4,Natural,2
AL,2016,5,Human,110
AL,2016,5,Natural,2
AL,2016,6,Human,172
AL,2016,6,Natural,11
AL,2016,7,Human,131
AL,2016,7,Natural,5
AL,2016,8,Human,50
AL,2016,8,Natural,3
AL,2016,9,Human,339
AL,2016,9,Natural,10
AL,2016,10,Human,1209
AL,2016,10,Natural,1
AL,2016,11,Human,1007
AL,2016,11,Natural,1
AL,2016,12,Human,104
