state,fire_year,month,cause_class,n
MO,2006,4,Missing data/not specified/undetermined,15
MO,2006,4,Natural,3
MO,2006,5,Human,3
MO,2006,5,Missing data/not specified/undetermined,3
MO,2006,6,Human,14
MO,2006,6,Missing data/not specified/undetermined,9
MO,2006,6,Natural,1
MO,2006,7,Human,10
MO,2006,7,Missing data/not specified/undetermined,15
MO,2006,7,Natural,1
MO,2006,8,Human,17
MO,2006,8,Missing data/not specified/undetermined,9
MO,2006,8,Natural,3
MO,2006,9,Human,5
MO,2006,9,Missing data/not specified/undetermined,2
MO,2006,9,Natural,1
MO,2006,10,Human,5
MO,2006,10,Missing data/not specified/undetermined,4
MO,2006,11,Human,12
MO,2006,11,Missing data/not specified/undetermined,4
MO,2006,12,Human,6
MO,2006,12,Missing data/not specified/undetermined,2
MO,2007,1,Human,4
MO,2007,1,Missing data/not specified/undetermined,5
MO,2007,2,Human,36
MO,2007,2,Missing data/not specified/undetermined,11
MO,2007,3,Human,103
MO,2007,3,Missing data/not specified/undetermined,17
MO,2007,4,Human,51
MO,2007,4,Missing data/not specified/undetermined,13
MO,2007,4,Natural,2
MO,2007,5,Human,8
MO,2007,5,Missing data/not specified/undetermined,2
MO,2007,5,Natural,1
MO,2007,6,Human,10
MO,2007,6,Missing data/not specified/undetermined,9
MO,2007,6,Natural,1
MO,2007,7,Human,16
MO,2007,7,Missing data/not specified/undetermined,13
MO,2007,7,Natural,1
MO,2007,8,Human,46
MO,2007,8,Missing data/not specified/undetermined,28
MO,2007,8,Natural,2
MO,2007,9,Human,26
MO,2007,9,Missing data/not specified/undetermined,25
MO,2007,9,Natural,1
MO,2007,10,Human,11
MO,2007,10,Missing data/not specified/undetermined,2
MO,2007,11,Human,33
MO,2007,11,Missing data/not specified/undetermined,22
MO,2007,11,Natural,1
MO,2007,12,Human,16
MO,2007,12,Missing data/not specified/undetermined,6
MO,2007,12,Natural,1
MO,2008,1,Human,11
MO,2008,1,Missing data/not specified/undetermined,5
MO,2008,2,Human,2
MO,2008,3,Human,28
MO,2008,3,Missing data/not specified/undetermined,7
MO,2008,4,Human,13
MO,2008,4,Missing data/not specified/undetermined,1
MO,2008,5,Human,5
MO,2008,5,Missing data/not specified/undetermined,3
MO,2008,5,Natural,1
MO,2008,6,Human,1
MO,2008,6,Missing data/not specified/undetermined,2
MO,2008,7,Missing data/not specified/undetermined,2
MO,2008,8,Human,3
MO,2008,8,Missing data/not specified/undetermined,2
MO,2008,9,Human,1
MO,2008,9,Missing data/not specified/undetermined,1
MO,2008,10,Human,2
MO,2008,10,Missing data/not specified/undetermined,5
MO,2008,11,Human,25
MO,2008,11,Missing data/not specified/undetermined,4
MO,2008,12,Human,9
MO,2008,12,Missing data/not specified/undetermined,2
MO,2008,12,Natural,1
MO,2009,1,Human,40
MO,2009,2,Human,16
MO,2009,3,Human,87
MO,2009,3,Natural,1
MO,2009,4,Human,58
MO,2009,6,Human,1
MO,2009,7,Human,1
MO,2009,8,Natural,1
MO,2009,9,Human,1
MO,2009,11,Human,30
MO,2009,12,Human,3
MO,2010,1,Human,1
MO,2010,2,Human,6
MO,2010,3,Human,55
MO,2010,4,Human,35
MO,2010,4,Missing data/not specified/undetermined,1
MO,2010,6,Human,1
MO,2010,7,Human,2
MO,2010,8,Human,4
MO,2010,8,Natural,2
MO,2010,9,Human,1
MO,2010,9,Natural,1
MO,2010,10,Human,21
MO,2010,11,Human,63
MO,2010,12,Human,3
MO,2011,1,Human,70
MO,2011,2,Human,58
MO,2011,3,Human,157
MO,2011,3,Missing data/not specified/undetermined,2
MO,2011,3,Natural,2
MO,2011,4,Human,123
MO,2011,4,Missing data/not specified/undetermined,1
MO,2011,4,Natural,1
MO,2011,5,Human,6
MO,2011,6,Human,17
MO,2011,7,Human,58
MO,2011,7,Natural,1
MO,2011,8,Human,39
MO,2011,8,Natural,2
MO,2011,9,Human,45
MO,2011,10,Human,68
MO,2011,10,Natural,1
MO,2011,11,Human,73
MO,2011,12,Human,16
MO,2012,1,Human,13
MO,2012,2,Human,7
MO,2012,2,Natural,1
MO,2012,3,Human,56
MO,2012,3,Missing data/not specified/undetermined,1
MO,2012,3,Natural,2
MO,2012,4,Human,9
MO,2012,4,Missing data/not specified/undetermined,2
MO,2012,5,Human,15
MO,2012,5,Natural,2
MO,2012,6,Human,15
MO,2012,6,Missing data/not specified/undetermined,1
MO,2012,6,Natural,1
MO,2012,7,Human,45
MO,2012,7,Missing data/not specified/undetermined,1
MO,2012,7,Natural,9
MO,2012,8,Human,26
MO,2012,8,Natural,3
MO,2012,9,Human,1
MO,2012,10,Human,2
MO,2012,11,Human,7
MO,2012,12,Human,2
MO,2013,1,Human,31
MO,2013,2,Human,24
MO,2013,3,Human,56
MO,2013,4,Human,111
MO,2013,4,Natural,1
MO,2013,5,Human,13
MO,2013,6,Human,12
MO,2013,6,Natural,1
MO,2013,7,Human,40
MO,2013,7,Natural,1
MO,2013,8,Human,6
MO,2013,8,Natural,1
MO,2013,9,Human,20
MO,2013,10,Human,8
MO,2013,11,Human,65
MO,2013,12,Human,23
MO,2014,1,Human,212
MO,2014,2,Human,185
MO,2014,3,Human,450
MO,2014,4,Human,233
MO,2014,4,Natural,2
MO,2014,5,Human,53
MO,2014,6,Human,5
MO,2014,6,Natural,1
MO,2014,7,Human,25
MO,2014,8,Human,29
MO,2014,8,Natural,1
MO,2014,9,Human,8
MO,2014,10,Human,6
MO,2014,11,Human,40
MO,2014,12,Human,1
MO,2015,1,Human,136
MO,2015,2,Human,89
MO,2015,3,Human,224
MO,2015,4,Human,74
MO,2015,5,Human,28
MO,2015,6,Human,5
MO,2015,7,Human,3
MO,2015,8,Human,5
MO,2015,9,Human,21
MO,2015,9,Natural,1
MO,2015,10,Human,95
MO,2015,11,Human,71
MO,2015,12,Human,17
MO,2016,1,Human,72
MO,2016,2,Human,281
MO,2016,3,Human,237
MO,2016,3,Natural,1
MO,2016,4,Human,113
MO,2016,4,Natural,1
MO,2016,5,Human,14
MO,2016,5,Natural,1
MO,2016,6,Human,16
MO,2016,7,Human,3
MO,2016,7,Natural,1
MO,2016,8,Human,7
MO,2016,9,Human,11
MO,2016,10,Human,19
MO,2016,11,Human,73
MO,2016,12,Human,43
MO,2017,1,Human,93
MO,2017,1,Natural,2
MO,2017,2,Human,366
MO,2017,2,Natural,1
MO,2017,3,Human,261
MO,2017,3,Natural,3
MO,2017,4,Human,77
MO,2017,4,Natural,1
MO,2017,5,Human,13
MO,2017,6,Human,22
MO,2017,7,Human,36
MO,2017,8,Human,12
MO,2017,9,Human,40
MO,2017,10,Human,44
MO,2017,11,Human,127
MO,2017,12,Human,103
MO,2018,1,Human,298
MO,2018,1,Natural,2
MO,2018,2,Human,245
MO,2018,3,Human,524
MO,2018,3,Natural,2
MO,2018,4,Human,447
MO,2018,4,Natural,1
MO,2018,5,Human,74
MO,2018,5,Natural,1
MO,2018,6,Human,66
MO,2018,7,Human,104
MO,2018,7,Natural,3
MO,2018,8,Human,73
MO,2018,8,Natural,1
MO,2018,9,Human,17
MO,2018,10,Human,24
MO,2018,11,Human,31
MO,2018,12,Human,43
MO,2019,1,Human,34
MO,2019,2,Human,60
MO,2019,3,Human,287
MO,2019,3,Natural,3
MO,2019,4,Human,277
MO,2019,4,Natural,1
MO,2019,5,Human,18
MO,2019,6,Human,32
MO,2019,6,Natural,1
MO,2019,7,Human,40
MO,2019,7,Natural,3
MO,2019,8,Human,25
MO,2019,8,Natural,1
MO,2019,9,Human,54
MO,2019,10,Human,44
MO,2019,10,Natural,1
MO,2019,11,Human,104
MO,2019,12,Human,148
MO,2020,1,Human,115
MO,2020,1,Natural,1
MO,2020,2,Human,139
MO,2020,3,Human,308
MO,2020,3,Natural,1
MO,2020,4,Human,170
MO,2020,5,Human,20
MO,2020,6,Human,39
MO,2020,7,Human,45
MO,2020,8,Human,46
MO,2020,9,Human,52
MO,2020,10,Human,144
MO,2020,10,Missing data/not specified/undetermined,1
MO,2020,11,Human,166
MO,2020,12,Human,132
MS,1992,1,Human,442
MS,1992,2,Human,1076
MS,1992,2,Missing data/not specified/undetermined,1
MS,1992,3,Human,1219
MS,1992,3,Missing data/not specified/undetermined,1
MS,1992,4,Human,517
MS,1992,4,Natural,2
MS,1992,5,Human,468
MS,1992,5,Natural,1
MS,1992,6,Human,66
MS,1992,7,Human,101
MS,1992,7,Natural,3
MS,1992,8,Human,48
MS,1992,8,Missing data/not specified/undetermined,1
MS,1992,9,Human,57
MS,1992,10,Human,211
MS,1992,11,Human,127
MS,1992,11,Missing data/not specified/undetermined,1
MS,1992,12,Human,136
MS,1993,1,Human,257
MS,1993,2,Human,1004
MS,1993,2,Natural,1
MS,1993,3,Human,846
MS,1993,4,Human,332
MS,1993,5,Human,85
MS,1993,5,Natural,1
MS,1993,6,Human,143
MS,1993,6,Natural,1
MS,1993,7,Human,83
MS,1993,7,Natural,4
MS,1993,8,Human,73
MS,1993,8,Natural,4
MS,1993,9,Human,220
MS,1993,9,Natural,1
MS,1993,10,Human,357
MS,1993,10,Natural,2
MS,1993,11,Human,289
MS,1993,12,Human,312
MS,1994,1,Human,404
MS,1994,1,Natural,1
MS,1994,2,Human,618
MS,1994,3,Human,1137
MS,1994,3,Missing data/not specified/undetermined,1
MS,1994,4,Human,282
MS,1994,4,Natural,1
MS,1994,5,Human,111
MS,1994,6,Human,24
MS,1994,6,Natural,1
MS,1994,7,Human,39
MS,1994,7,Natural,2
MS,1994,8,Human,93
MS,1994,8,Natural,1
MS,1994,9,Human,235
MS,1994,10,Human,104
MS,1994,11,Human,166
MS,1994,11,Natural,1
MS,1994,12,Human,134
MS,1995,1,Human,251
MS,1995,1,Natural,1
MS,1995,2,Human,976
MS,1995,3,Human,810
MS,1995,4,Human,426
MS,1995,5,Human,69
MS,1995,5,Natural,2
MS,1995,6,Human,138
MS,1995,6,Natural,1
MS,1995,7,Human,164
MS,1995,7,Natural,6
MS,1995,8,Human,218
MS,1995,8,Natural,3
MS,1995,9,Human,881
MS,1995,9,Natural,9
MS,1995,10,Human,510
MS,1995,10,Missing data/not specified/undetermined,1
MS,1995,11,Human,185
MS,1995,12,Human,341
MS,1996,1,Human,324
MS,1996,1,Natural,1
MS,1996,2,Human,1486
MS,1996,2,Missing data/not specified/undetermined,1
MS,1996,2,Natural,1
MS,1996,3,Human,1258
MS,1996,3,Natural,4
MS,1996,4,Human,654
MS,1996,4,Natural,1
MS,1996,5,Human,288
MS,1996,5,Natural,4
MS,1996,6,Human,49
MS,1996,6,Natural,1
MS,1996,7,Human,195
MS,1996,7,Natural,5
MS,1996,8,Human,61
MS,1996,8,Natural,3
MS,1996,9,Human,68
MS,1996,10,Human,201
MS,1996,10,Natural,1
MS,1996,11,Human,102
MS,1996,12,Human,215
MS,1997,1,Human,194
MS,1997,2,Human,282
MS,1997,3,Human,489
MS,1997,4,Human,334
MS,1997,5,Human,129
MS,1997,5,Natural,1
MS,1997,6,Human,11
MS,1997,6,Natural,2
MS,1997,7,Human,25
MS,1997,7,Natural,2
MS,1997,8,Human,73
MS,1997,8,Natural,1
MS,1997,9,Human,424
MS,1997,9,Missing data/not specified/undetermined,1
MS,1997,10,Human,593
MS,1997,11,Human,94
MS,1997,12,Human,127
MS,1998,1,Human,151
MS,1998,2,Human,366
MS,1998,2,Missing data/not specified/undetermined,1
MS,1998,2,Natural,2
MS,1998,3,Human,707
MS,1998,4,Human,251
MS,1998,5,Human,204
MS,1998,6,Human,361
MS,1998,6,Natural,5
MS,1998,7,Human,142
MS,1998,7,Natural,15
MS,1998,8,Human,190
MS,1998,8,Natural,6
MS,1998,9,Human,238
MS,1998,10,Human,499
MS,1998,10,Missing data/not specified/undetermined,1
MS,1998,10,Natural,1
MS,1998,11,Human,210
MS,1998,12,Human,71
MS,1999,1,Human,423
MS,1999,1,Natural,1
MS,1999,2,Human,568
MS,1999,2,Natural,1
MS,1999,3,Human,522
MS,1999,3,Natural,1
MS,1999,4,Human,415
MS,1999,4,Natural,2
MS,1999,5,Human,339
MS,1999,5,Natural,2
MS,1999,6,Human,115
MS,1999,6,Natural,3
MS,1999,7,Human,63
MS,1999,7,Natural,7
MS,1999,8,Human,559
MS,1999,8,Natural,15
MS,1999,9,Human,957
MS,1999,9,Natural,6
MS,1999,10,Human,435
MS,1999,10,Natural,1
MS,1999,11,Human,495
MS,1999,11,Natural,1
MS,1999,12,Human,505
MS,2000,1,Human,534
MS,2000,2,Human,1803
MS,2000,2,Missing data/not specified/undetermined,1
MS,2000,3,Human,940
MS,2000,3,Missing data/not specified/undetermined,1
MS,2000,4,Human,238
MS,2000,5,Human,407
MS,2000,6,Human,302
MS,2000,7,Human,759
MS,2000,7,Natural,48
MS,2000,8,Human,972
MS,2000,8,Natural,84
MS,2000,9,Human,631
MS,2000,9,Natural,22
MS,2000,10,Human,941
MS,2000,11,Human,142
MS,2000,12,Human,159
MS,2001,1,Human,242
MS,2001,2,Human,576
MS,2001,2,Natural,2
MS,2001,3,Human,353
MS,2001,4,Human,360
MS,2001,4,Missing data/not specified/undetermined,2
MS,2001,4,Natural,1
MS,2001,5,Human,366
MS,2001,5,Missing data/not specified/undetermined,2
MS,2001,5,Natural,10
MS,2001,6,Human,65
MS,2001,7,Human,75
MS,2001,7,Natural,2
MS,2001,8,Human,30
MS,2001,8,Natural,5
MS,2001,9,Human,52
MS,2001,10,Human,139
MS,2001,11,Human,459
MS,2001,11,Missing data/not specified/undetermined,1
MS,2001,12,Human,146
MS,2002,1,Human,219
MS,2002,1,Missing data/not specified/undetermined,1
MS,2002,2,Human,900
MS,2002,3,Human,704
MS,2002,3,Missing data/not specified/undetermined,1
MS,2002,3,Natural,1
MS,2002,4,Human,244
MS,2002,5,Human,270
MS,2002,6,Human,122
MS,2002,6,Natural,7
MS,2002,7,Human,36
MS,2002,7,Natural,5
MS,2002,8,Human,53
MS,2002,8,Natural,1
MS,2002,9,Human,151
MS,2002,9,Natural,1
MS,2002,10,Human,8
MS,2002,11,Human,25
MS,2002,12,Human,83
MS,2003,1,Human,370
MS,2003,1,Missing data/not specified/undetermined,1
MS,2003,2,Human,152
MS,2003,3,Human,286
MS,2003,3,Natural,1
MS,2003,4,Human,283
MS,2003,4,Missing data/not specified/undetermined,1
MS,2003,5,Human,75
MS,2003,5,Missing data/not specified/undetermined,1
MS,2003,6,Human,18
MS,2003,6,Natural,1
MS,2003,7,Human,10
MS,2003,7,Natural,1
MS,2003,8,Human,18
MS,2003,8,Natural,1
MS,2003,9,Human,57
MS,2003,10,Human,224
MS,2003,11,Human,191
MS,2003,12,Human,222
MS,2004,1,Human,248
MS,2004,1,Missing data/not specified/undetermined,1
MS,2004,2,Human,264
MS,2004,3,Human,1124
MS,2004,4,Human,520
MS,2004,4,Natural,2
MS,2004,5,Human,46
MS,2004,6,Human,10
MS,2004,7,Human,18
MS,2004,8,Human,90
MS,2004,9,Human,178
MS,2004,10,Human,131
MS,2004,10,Natural,1
MS,2004,11,Human,31
MS,2004,12,Human,148
MS,2005,1,Human,303
MS,2005,1,Missing data/not specified/undetermined,1
MS,2005,2,Human,196
MS,2005,2,Missing data/not specified/undetermined,1
MS,2005,3,Human,571
MS,2005,4,Human,164
MS,2005,4,Natural,2
MS,2005,5,Human,157
MS,2005,5,Natural,1
MS,2005,6,Human,45
MS,2005,6,Natural,2
MS,2005,7,Human,26
MS,2005,7,Natural,1
MS,2005,8,Human,72
MS,2005,8,Natural,3
MS,2005,9,Human,226
MS,2005,10,Human,760
MS,2005,10,Missing data/not specified/undetermined,1
MS,2005,11,Human,543
MS,2005,11,Missing data/not specified/undetermined,1
MS,2005,11,Natural,1
MS,2005,12,Human,440
MS,2005,12,Missing data/not specified/undetermined,2
MS,2005,12,Natural,1
MS,2006,1,Human,721
MS,2006,1,Missing data/not specified/undetermined,3
MS,2006,2,Human,360
MS,2006,2,Missing data/not specified/undetermined,4
MS,2006,3,Human,1479
MS,2006,3,Missing data/not specified/undetermined,6
MS,2006,3,Natural,1
MS,2006,4,Human,705
MS,2006,4,Missing data/not specified/undetermined,7
MS,2006,4,Natural,3
MS,2006,5,Human,273
MS,2006,5,Natural,3
MS,2006,6,Human,530
MS,2006,6,Missing data/not specified/undetermined,2
MS,2006,6,Natural,21
MS,2006,7,Human,376
MS,2006,7,Natural,25
MS,2006,8,Human,229
MS,2006,8,Missing data/not specified/undetermined,2
MS,2006,8,Natural,15
MS,2006,9,Human,263
MS,2006,9,Natural,2
MS,2006,10,Human,228
MS,2006,10,Missing data/not specified/undetermined,1
MS,2006,11,Human,92
MS,2006,11,Missing data/not specified/undetermined,2
MS,2006,12,Human,180
MS,2007,1,Human,65
MS,2007,1,Missing data/not specified/undetermined,1
MS,2007,2,Human,618
MS,2007,2,Missing data/not specified/undetermined,2
MS,2007,2,Natural,3
MS,2007,3,Human,1270
MS,2007,3,Natural,1
MS,2007,4,Human,254
MS,2007,4,Missing data/not specified/undetermined,1
MS,2007,5,Human,241
MS,2007,5,Missing data/not specified/undetermined,3
MS,2007,5,Natural,2
MS,2007,6,Human,240
MS,2007,6,Missing data/not specified/undetermined,1
MS,2007,6,Natural,12
MS,2007,7,Human,1
MS,2007,7,Natural,1
MS,2007,8,Human,13
MS,2007,8,Natural,1
MS,2007,9,Human,10
MS,2007,10,Human,10
MS,2007,11,Human,7
MS,2007,11,Natural,1
MS,2007,12,Human,8
MS,2007,12,Missing data/not specified/undetermined,1
MS,2008,1,Human,5
MS,2008,1,Missing data/not specified/undetermined,113
MS,2008,1,Natural,1
MS,2008,2,Human,23
MS,2008,2,Missing data/not specified/undetermined,299
MS,2008,3,Human,29
MS,2008,3,Missing data/not specified/undetermined,621
MS,2008,4,Human,9
MS,2008,4,Missing data/not specified/undetermined,113
MS,2008,5,Human,6
MS,2008,5,Missing data/not specified/undetermined,75
MS,2008,6,Human,5
MS,2008,6,Missing data/not specified/undetermined,118
MS,2008,6,Natural,2
MS,2008,7,Human,8
MS,2008,7,Missing data/not specified/undetermined,171
MS,2008,7,Natural,1
MS,2008,8,Human,6
MS,2008,8,Missing data/not specified/undetermined,47
MS,2008,9,Human,3
MS,2008,9,Missing data/not specified/undetermined,13
MS,2008,10,Human,8
MS,2008,10,Missing data/not specified/undetermined,64
MS,2008,11,Human,22
MS,2008,11,Missing data/not specified/undetermined,174
MS,2008,12,Human,3
MS,2008,12,Missing data/not specified/undetermined,73
MS,2009,1,Human,16
MS,2009,1,Missing data/not specified/undetermined,212
MS,2009,2,Human,42
MS,2009,2,Missing data/not specified/undetermined,475
MS,2009,3,Human,63
MS,2009,3,Missing data/not specified/undetermined,511
MS,2009,4,Human,4
MS,2009,4,Missing data/not specified/undetermined,123
MS,2009,5,Human,2
MS,2009,5,Missing data/not specified/undetermined,29
MS,2009,6,Human,12
MS,2009,6,Missing data/not specified/undetermined,176
MS,2009,6,Natural,1
MS,2009,7,Human,5
MS,2009,7,Missing data/not specified/undetermined,169
MS,2009,8,Human,6
MS,2009,8,Missing data/not specified/undetermined,35
MS,2009,8,Natural,3
MS,2009,9,Human,1
MS,2009,9,Missing data/not specified/undetermined,27
MS,2009,10,Human,1
MS,2009,10,Missing data/not specified/undetermined,6
MS,2009,11,Human,4
MS,2009,11,Missing data/not specified/undetermined,28
MS,2009,12,Missing data/not specified/undetermined,14
MS,2010,1,Human,9
MS,2010,1,Missing data/not specified/undetermined,124
MS,2010,2,Human,7
MS,2010,2,Missing data/not specified/undetermined,188
MS,2010,2,Natural,1
MS,2010,3,Human,41
MS,2010,3,Missing data/not specified/undetermined,578
MS,2010,4,Human,27
MS,2010,4,Missing data/not specified/undetermined,357
MS,2010,4,Natural,1
MS,2010,5,Human,3
MS,2010,5,Missing data/not specified/undetermined,42
MS,2010,6,Human,1
MS,2010,6,Missing data/not specified/undetermined,50
MS,2010,6,Natural,1
MS,2010,7,Human,4
MS,2010,7,Missing data/not specified/undetermined,34
MS,2010,8,Human,2
MS,2010,8,Missing data/not specified/undetermined,43
MS,2010,8,Natural,2
MS,2010,9,Human,12
MS,2010,9,Missing data/not specified/undetermined,391
MS,2010,10,Human,43
MS,2010,10,Missing data/not specified/undetermined,681
MS,2010,10,Natural,1
MS,2010,11,Missing data/not specified/undetermined,100
MS,2010,11,Natural,1
MS,2010,12,Human,11
MS,2010,12,Missing data/not specified/undetermined,164
MS,2011,1,Human,22
MS,2011,1,Missing data/not specified/undetermined,141
MS,2011,1,Natural,1
MS,2011,2,Human,35
MS,2011,2,Missing data/not specified/undetermined,413
MS,2011,3,Human,44
MS,2011,3,Missing data/not specified/undetermined,336
MS,2011,4,Human,15
MS,2011,4,Missing data/not specified/undetermined,102
MS,2011,5,Human,28
MS,2011,5,Missing data/not specified/undetermined,157
MS,2011,5,Natural,1
MS,2011,6,Human,17
MS,2011,6,Missing data/not specified/undetermined,234
MS,2011,6,Natural,21
MS,2011,7,Human,4
MS,2011,7,Missing data/not specified/undetermined,7
MS,2011,7,Natural,2
MS,2011,8,Human,2
MS,2011,8,Missing data/not specified/undetermined,2
MS,2011,8,Natural,1
MS,2011,9,Human,6
MS,2011,10,Human,10
MS,2011,10,Missing data/not specified/undetermined,7
MS,2011,11,Human,2
MS,2011,12,Human,3
MS,2011,12,Missing data/not specified/undetermined,1
MS,2012,1,Human,152
MS,2012,1,Missing data/not specified/undetermined,1
MS,2012,2,Human,131
MS,2012,2,Missing data/not specified/undetermined,1
MS,2012,3,Human,199
MS,2012,3,Missing data/not specified/undetermined,2
MS,2012,3,Natural,3
MS,2012,4,Human,60
MS,2012,4,Missing data/not specified/undetermined,1
MS,2012,4,Natural,2
MS,2012,5,Human,79
MS,2012,5,Missing data/not specified/undetermined,1
MS,2012,5,Natural,2
MS,2012,6,Human,203
MS,2012,6,Natural,2
MS,2012,7,Human,89
MS,2012,7,Missing data/not specified/undetermined,1
MS,2012,7,Natural,17
MS,2012,8,Human,23
MS,2012,8,Natural,3
MS,2012,9,Human,42
MS,2012,10,Human,48
MS,2012,10,Missing data/not specified/undetermined,3
MS,2012,11,Human,107
MS,2012,11,Missing data/not specified/undetermined,4
MS,2012,12,Human,40
MS,2012,12,Missing data/not specified/undetermined,2
MS,2013,1,Human,67
MS,2013,1,Missing data/not specified/undetermined,5
MS,2013,2,Human,146
MS,2013,2,Missing data/not specified/undetermined,2
MS,2013,3,Human,674
MS,2013,3,Missing data/not specified/undetermined,6
MS,2013,3,Natural,4
MS,2013,4,Human,87
MS,2013,4,Missing data/not specified/undetermined,2
MS,2013,5,Human,36
MS,2013,5,Natural,2
MS,2013,6,Human,23
MS,2013,6,Natural,5
MS,2013,7,Human,28
MS,2013,8,Human,50
MS,2013,8,Natural,1
MS,2013,9,Human,175
MS,2013,9,Missing data/not specified/undetermined,1
MS,2013,9,Natural,1
MS,2013,10,Human,45
MS,2013,10,Missing data/not specified/undetermined,1
MS,2013,11,Human,48
MS,2013,12,Human,78
MS,2013,12,Natural,1
MS,2014,1,Human,507
MS,2014,1,Natural,2
MS,2014,2,Human,207
MS,2014,2,Missing data/not specified/undetermined,1
MS,2014,2,Natural,2
MS,2014,3,Human,522
MS,2014,3,Missing data/not specified/undetermined,1
MS,2014,3,Natural,5
MS,2014,4,Human,151
MS,2014,5,Human,109
MS,2014,5,Natural,1
MS,2014,6,Human,11
MS,2014,6,Missing data/not specified/undetermined,1
MS,2014,6,Natural,2
MS,2014,7,Human,34
MS,2014,7,Natural,2
MS,2014,8,Human,57
MS,2014,8,Natural,2
MS,2014,9,Human,52
MS,2014,9,Missing data/not specified/undetermined,1
MS,2014,10,Human,133
MS,2014,10,Missing data/not specified/undetermined,1
MS,2014,11,Human,281
MS,2014,12,Human,138
MS,2014,12,Natural,1
MS,2015,1,Human,282
MS,2015,1,Missing data/not specified/undetermined,1
MS,2015,1,Natural,1
MS,2015,2,Human,574
MS,2015,2,Missing data/not specified/undetermined,2
MS,2015,2,Natural,1
MS,2015,3,Human,110
MS,2015,3,Missing data/not specified/undetermined,1
MS,2015,3,Natural,1
MS,2015,4,Human,51
MS,2015,5,Human,42
MS,2015,6,Human,19
MS,2015,6,Missing data/not specified/undetermined,1
MS,2015,7,Human,49
MS,2015,7,Natural,5
MS,2015,8,Human,144
MS,2015,8,Missing data/not specified/undetermined,1
MS,2015,8,Natural,5
MS,2015,9,Human,231
MS,2015,9,Missing data/not specified/undetermined,1
MS,2015,9,Natural,3
MS,2015,10,Human,530
MS,2015,11,Human,38
MS,2015,12,Human,31
MS,2015,12,Missing data/not specified/undetermined,1
MS,2016,1,Human,46
MS,2016,2,Human,324
MS,2016,2,Missing data/not specified/undetermined,5
MS,2016,3,Human,173
MS,2016,3,Missing data/not specified/undetermined,4
MS,2016,4,Human,119
MS,2016,4,Missing data/not specified/undetermined,2
MS,2016,5,Human,60
MS,2016,5,Missing data/not specified/undetermined,1
MS,2016,5,Natural,1
MS,2016,6,Human,49
MS,2016,6,Natural,6
MS,2016,7,Human,51
MS,2016,7,Natural,2
MS,2016,8,Human,21
MS,2016,8,Natural,2
MS,2016,9,Human,158
MS,2016,9,Missing data/not specified/undetermined,1
MS,2016,9,Natural,1
MS,2016,10,Human,457
MS,2016,10,Missing data/not specified/undetermined,4
MS,2016,11,Human,371
MS,2016,11,Missing data/not specified/undetermined,4
MS,2016,11,Natural,2
MS,2016,12,Human,69
MS,2016,12,Missing data/not specified/undetermined,1
MS,2017,1,Human,126
MS,2017,1,Missing data/not specified/undetermined,4
MS,2017,1,Natural,1
MS,2017,2,Human,296
MS,2017,2,Missing data/not specified/undetermined,6
MS,2017,3,Human,290
MS,2017,3,Missing data/not specified/undetermined,2
MS,2017,3,Natural,1
MS,2017,4,Human,170
MS,2017,4,Missing data/not specified/undetermined,4
MS,2017,4,Natural,4
MS,2017,5,Human,45
MS,2017,6,Human,7
MS,2017,6,Natural,1
MS,2017,7,Human,9
MS,2017,7,Natural,3
MS,2017,8,Human,8
MS,2017,9,Human,34
MS,2017,10,Human,102
MS,2017,10,Missing data/not specified/undetermined,1
MS,2017,11,Human,82
MS,2017,11,Missing data/not specified/undetermined,1
MS,2017,12,Human,69
MS,2018,1,Human,143
MS,2018,2,Human,58
MS,2018,3,Human,178
MS,2018,3,Missing data/not specified/undetermined,1
MS,2018,4,Human,76
MS,2018,5,Human,86
MS,2018,5,Missing data/not specified/undetermined,1
MS,2018,5,Natural,3
MS,2018,6,Human,26
MS,2018,7,Human,26
MS,2018,7,Natural,4
MS,2018,8,Human,29
MS,2018,9,Human,19
MS,2018,10,Human,25
MS,2018,10,Natural,1
MS,2018,11,Human,3
MS,2018,12,Human,11
MS,2019,1,Human,19
MS,2019,2,Human,42
MS,2019,3,Human,225
MS,2019,3,Missing data/not specified/undetermined,1
MS,2019,4,Human,72
MS,2019,4,Missing data/not specified/undetermined,2
MS,2019,5,Human,30
MS,2019,6,Human,39
MS,2019,7,Human,35
MS,2019,7,Natural,1
MS,2019,8,Human,15
MS,2019,8,Natural,3
MS,2019,9,Human,222
MS,2019,10,Human,88
MS,2019,11,Human,51
MS,2019,12,Human,37
MS,2020,1,Human,36
MS,2020,2,Human,63
MS,2020,2,Missing data/not specified/undetermined,2
MS,2020,3,Human,163
MS,2020,3,Missing data/not specified/undetermined,6
MS,2020,4,Human,69
MS,2020,4,Missing data/not specified/undetermined,2
MS,2020,4,Natural,1
MS,2020,5,Human,57
MS,2020,5,Missing data/not specified/undetermined,2
MS,2020,6,Human,35
MS,2020,7,Human,9
MS,2020,8,Human,38
MS,2020,8,Missing data/not specified/undetermined,1
MS,2020,8,Natural,1
MS,2020,9,Human,41
MS,2020,9,Missing data/not specified/undetermined,1
MS,2020,10,Human,50
MS,2020,11,Human,108
MS,2020,11,Missing data/not specified/undetermined,5
MS,2020,12,Human,28
MT,1992,1,Human,21
MT,1992,2,Human,41
