state,fire_year,size_class,cause_class,n,acres
MO,2005,D,Human,36,6279.76
MO,2005,E,Human,10,4262.29
MO,2005,E,Missing data/not specified/undetermined,1,500.0
MO,2005,F,Missing data/not specified/undetermined,1,3422.0
MO,2006,A,Human,58,7.65
MO,2006,A,Missing data/not specified/undetermined,40,4.4
MO,2006,A,Natural,3,0.30000000000000004
MO,2006,B,Human,145,350.27
MO,2006,B,Missing data/not specified/undetermined,44,53.8
MO,2006,B,Natural,1,1.0
MO,2006,C,Human,73,2405.94
MO,2006,C,Missing data/not specified/undetermined,4,130.2
MO,2006,C,Natural,2,96.0
MO,2006,D,Human,49,8521.6
MO,2006,D,Missing data/not specified/undetermined,3,404.0
MO,2006,D,Natural,3,499.0
MO,2006,E,Human,13,6070.0
MO,2006,E,Missing data/not specified/undetermined,1,350.0
MO,2006,F,Human,2,5303.0
MO,2007,A,Human,105,12.55
MO,2007,A,Missing data/not specified/undetermined,93,9.700000000000001
MO,2007,A,Natural,6,0.7000000000000001
MO,2007,B,Human,163,418.65
MO,2007,B,Missing data/not specified/undetermined,54,63.2
MO,2007,B,Natural,2,1.5
MO,2007,C,Human,58,1954.65
MO,2007,C,Missing data/not specified/undetermined,4,40.0
MO,2007,C,Natural,2,31.0
MO,2007,D,Human,23,4124.5
MO,2007,D,Missing data/not specified/undetermined,2,355.0
MO,2007,E,Human,8,3179.0
MO,2007,F,Human,3,4056.0
MO,2008,A,Human,10,1.02
MO,2008,A,Missing data/not specified/undetermined,18,1.8
MO,2008,A,Natural,2,0.2
MO,2008,B,Human,45,114.04
MO,2008,B,Missing data/not specified/undetermined,15,14.4
MO,2008,C,Human,22,754.2
MO,2008,C,Missing data/not specified/undetermined,1,10.1
MO,2008,D,Human,17,2939.0
MO,2008,E,Human,6,2099.0
MO,2009,A,Human,29,2.85
MO,2009,A,Natural,1,0.1
MO,2009,B,Human,85,273.6
MO,2009,C,Human,71,2231.08
MO,2009,D,Human,36,6114.25
MO,2009,D,Natural,1,144.0
MO,2009,E,Human,15,7069.0
MO,2009,F,Human,1,2160.0
MO,2010,A,Human,20,2.87
MO,2010,A,Natural,2,0.35
MO,2010,B,Human,79,224.93
MO,2010,C,Human,54,1916.05
MO,2010,C,Missing data/not specified/undetermined,1,50.0
MO,2010,C,Natural,1,22.5
MO,2010,D,Human,28,4681.5
MO,2010,E,Human,10,4718.3
MO,2010,F,Human,1,2855.0
MO,2011,A,Human,6,1.07
MO,2011,B,Human,538,1123.5
MO,2011,B,Missing data/not specified/undetermined,2,6.0
MO,2011,B,Natural,6,12.0
MO,2011,C,Human,136,4847.45
MO,2011,C,Natural,1,23.0
MO,2011,D,Human,26,4237.25
MO,2011,E,Human,22,12085.28
MO,2011,F,Human,2,8282.0
MO,2011,F,Missing data/not specified/undetermined,1,1227.0
MO,2012,A,Human,29,3.63
MO,2012,A,Missing data/not specified/undetermined,2,0.30000000000000004
MO,2012,A,Natural,3,0.30000000000000004
MO,2012,B,Human,76,287.49
MO,2012,B,Natural,9,29.77
MO,2012,C,Human,52,1892.88
MO,2012,C,Natural,4,214.58
MO,2012,D,Human,26,4485.15
MO,2012,D,Missing data/not specified/undetermined,3,720.0
MO,2012,E,Human,13,6630.3
MO,2012,E,Natural,1,495.1
MO,2012,F,Human,2,2837.0
MO,2012,F,Natural,1,1126.0
MO,2013,A,Human,4,0.4
MO,2013,A,Natural,1,0.1
MO,2013,B,Human,333,671.22
MO,2013,B,Natural,3,2.5
MO,2013,C,Human,66,2185.96
MO,2013,D,Human,5,688.0
MO,2013,E,Human,1,337.0
MO,2014,A,Human,8,1.19
MO,2014,B,Human,913,1960.18
MO,2014,B,Natural,2,2.0
MO,2014,C,Human,276,8375.63
MO,2014,C,Natural,2,67.0
MO,2014,D,Human,38,5996.0
MO,2014,E,Human,10,3908.8
MO,2014,F,Human,2,2145.0
MO,2015,A,Human,100,16.191
MO,2015,B,Human,507,1163.96
MO,2015,B,Natural,1,1.5
MO,2015,C,Human,142,3801.69
MO,2015,D,Human,12,1848.2
MO,2015,E,Human,6,3046.2
MO,2015,F,Human,1,2146.0
MO,2016,A,Human,132,15.628
MO,2016,A,Natural,2,0.2
MO,2016,B,Human,543,1154.5
MO,2016,B,Natural,1,0.5
MO,2016,C,Human,188,5614.46
MO,2016,D,Human,20,3279.39
MO,2016,E,Human,4,2125.0
MO,2016,E,Natural,1,600.0
MO,2016,F,Human,2,2205.0
MO,2017,A,Human,184,29.8105
MO,2017,B,Human,716,1588.45
MO,2017,B,Natural,5,21.78
MO,2017,C,Human,256,7878.86
MO,2017,C,Natural,2,95.16
MO,2017,D,Human,28,3914.42
MO,2017,E,Human,9,4344.0
MO,2017,F,Human,1,1034.0
MO,2018,A,Human,513,40.602000000000004
MO,2018,A,Natural,3,0.054000000000000006
MO,2018,B,Human,1097,2715.68
MO,2018,B,Natural,3,10.690000000000001
MO,2018,C,Human,289,8702.99
MO,2018,C,Natural,3,85.39
MO,2018,D,Human,37,5791.34
MO,2018,E,Human,8,4703.59
MO,2018,E,Natural,1,759.96
MO,2018,F,Human,2,3466.55
MO,2019,A,Human,375,35.78
MO,2019,A,Natural,6,0.24
MO,2019,B,Human,594,1354.11
MO,2019,B,Natural,4,12.49
MO,2019,C,Human,130,3883.97
MO,2019,D,Human,15,2360.19
MO,2019,E,Human,7,2864.41
MO,2019,F,Human,2,3853.1
MO,2020,A,Human,437,106.9
MO,2020,A,Natural,1,0.25
MO,2020,B,Human,732,1730.74
MO,2020,B,Natural,1,3.65
MO,2020,C,Human,184,5401.44
MO,2020,C,Missing data/not specified/undetermined,1,54.2
MO,2020,D,Human,18,3097.76
MO,2020,E,Human,3,2432.91
MO,2020,F,Human,2,3542.85
MS,1992,A,Human,20,2.8000000000000003
MS,1992,A,Missing data/not specified/undetermined,1,0.1
MS,1992,A,Natural,1,0.2
MS,1992,B,Human,2956,8624.9
MS,1992,B,Missing data/not specified/undetermined,1,0.3
MS,1992,B,Natural,4,12.5
MS,1992,C,Human,1427,39589.4
MS,1992,C,Missing data/not specified/undetermined,2,123.0
MS,1992,C,Natural,1,88.0
MS,1992,D,Human,55,8272.9
MS,1992,E,Human,10,4116.0
MS,1993,A,Human,24,3.1
MS,1993,A,Natural,1,0.1
MS,1993,B,Human,2678,7752.5
MS,1993,B,Natural,12,37.5
MS,1993,C,Human,1241,31785.1
MS,1993,C,Natural,1,49.0
MS,1993,D,Human,48,7380.0
MS,1993,E,Human,8,4401.0
MS,1993,F,Human,2,2700.0
MS,1994,A,Human,20,2.8000000000000003
MS,1994,B,Human,2229,6510.1
MS,1994,B,Missing data/not specified/undetermined,1,2.1
MS,1994,B,Natural,7,13.0
MS,1994,C,Human,1046,28738.1
MS,1994,D,Human,38,5790.4
MS,1994,E,Human,9,5195.0
MS,1994,F,Human,5,8202.0
MS,1995,A,Human,24,3.7
MS,1995,A,Natural,3,0.4
MS,1995,B,Human,3343,9446.9
MS,1995,B,Natural,14,20.0
MS,1995,C,Human,1535,42277.8
MS,1995,C,Missing data/not specified/undetermined,1,80.0
MS,1995,C,Natural,5,84.0
MS,1995,D,Human,60,8853.0
MS,1995,E,Human,5,1960.0
MS,1995,F,Human,2,5288.0
MS,1996,A,Human,19,2.4000000000000004
MS,1996,A,Natural,1,0.1
MS,1996,B,Human,3069,9292.5
MS,1996,B,Natural,19,53.0
MS,1996,C,Human,1673,47763.7
MS,1996,C,Natural,1,40.0
MS,1996,D,Human,109,16453.0
MS,1996,D,Missing data/not specified/undetermined,1,100.0
MS,1996,E,Human,25,10692.0
MS,1996,F,Human,5,12103.0
MS,1996,G,Human,1,5208.0
MS,1997,A,Human,12,1.7000000000000002
MS,1997,B,Human,1962,5576.8
MS,1997,B,Missing data/not specified/undetermined,1,5.0
MS,1997,B,Natural,4,11.0
MS,1997,C,Human,773,20587.1
MS,1997,C,Natural,1,20.0
MS,1997,D,Human,26,3823.0
MS,1997,E,Human,1,679.0
MS,1997,E,Natural,1,300.0
MS,1997,F,Human,1,1350.0
MS,1998,A,Human,10,1.1
MS,1998,A,Natural,1,0.2
MS,1998,B,Human,2394,7161.9
MS,1998,B,Missing data/not specified/undetermined,2,14.6
MS,1998,B,Natural,24,55.0
MS,1998,C,Human,953,25536.0
MS,1998,C,Natural,4,130.0
MS,1998,D,Human,27,4201.0
MS,1998,E,Human,6,2549.0
MS,1999,A,Human,25,3.9000000000000004
MS,1999,A,Natural,3,0.30000000000000004
MS,1999,B,Human,3881,11036.4
MS,1999,B,Natural,28,57.8
MS,1999,C,Human,1419,38022.5
MS,1999,C,Natural,9,345.0
MS,1999,D,Human,60,9228.0
MS,1999,E,Human,9,3533.0
MS,1999,F,Human,2,3900.0
MS,2000,A,Human,4549,455.1
MS,2000,A,Natural,4,0.4
MS,2000,B,Human,2381,6158.4
MS,2000,B,Missing data/not specified/undetermined,1,1.0
MS,2000,B,Natural,108,278.0
MS,2000,C,Human,814,22057.7
MS,2000,C,Missing data/not specified/undetermined,1,12.0
MS,2000,C,Natural,39,1056.6
MS,2000,D,Human,64,9259.0
MS,2000,D,Natural,3,356.0
MS,2000,E,Human,15,7838.0
MS,2000,F,Human,5,5987.0
MS,2001,A,Human,483,48.7
MS,2001,A,Natural,3,0.30000000000000004
MS,2001,B,Human,1676,4750.4
MS,2001,B,Missing data/not specified/undetermined,2,1.5
MS,2001,B,Natural,11,16.0
MS,2001,C,Human,673,16472.0
MS,2001,C,Missing data/not specified/undetermined,2,45.0
MS,2001,C,Natural,5,90.0
MS,2001,D,Human,25,3558.0
MS,2001,D,Natural,1,232.0
MS,2001,E,Human,4,2277.0
MS,2001,E,Missing data/not specified/undetermined,1,500.0
MS,2001,F,Human,2,4268.0
MS,2002,A,Human,450,45.1
MS,2002,A,Natural,4,0.4
MS,2002,B,Human,1651,4977.2
MS,2002,B,Missing data/not specified/undetermined,1,1.5
MS,2002,B,Natural,8,21.0
MS,2002,C,Human,666,18511.1
MS,2002,C,Missing data/not specified/undetermined,1,35.0
MS,2002,C,Natural,3,110.0
MS,2002,D,Human,39,5852.0
MS,2002,E,Human,8,3857.0
MS,2002,F,Human,1,1000.0
MS,2003,A,Human,14,1.6500000000000001
MS,2003,A,Missing data/not specified/undetermined,1,0.1
MS,2003,B,Human,1243,3747.5
MS,2003,B,Missing data/not specified/undetermined,1,2.0
MS,2003,B,Natural,3,8.0
MS,2003,C,Human,623,16185.0
MS,2003,C,Missing data/not specified/undetermined,1,97.0
MS,2003,C,Natural,1,10.0
MS,2003,D,Human,24,3303.0
MS,2003,E,Human,1,300.0
MS,2003,F,Human,1,1090.0
MS,2004,A,Human,20,2.3600000000000003
MS,2004,B,Human,1751,5416.36
MS,2004,B,Missing data/not specified/undetermined,1,1.0
MS,2004,B,Natural,3,5.0
MS,2004,C,Human,981,26770.7
MS,2004,D,Human,52,7541.0
MS,2004,E,Human,4,2067.0
MS,2005,A,Human,31,5.05
MS,2005,A,Missing data/not specified/undetermined,1,0.1
MS,2005,A,Natural,1,0.01
MS,2005,B,Human,2356,7001.08
MS,2005,B,Missing data/not specified/undetermined,2,6.5
MS,2005,B,Natural,7,33.0
MS,2005,C,Human,1046,27767.35
MS,2005,C,Missing data/not specified/undetermined,2,24.0
MS,2005,C,Natural,2,25.0
MS,2005,D,Human,55,8644.45
MS,2005,D,Missing data/not specified/undetermined,1,265.0
MS,2005,D,Natural,1,211.0
MS,2005,E,Human,13,5291.66
MS,2005,F,Human,1,1027.0
MS,2005,G,Human,1,5300.0
MS,2006,A,Human,41,4.98
MS,2006,A,Missing data/not specified/undetermined,11,1.3
MS,2006,A,Natural,2,0.2
MS,2006,B,Human,3277,10223.91
MS,2006,B,Missing data/not specified/undetermined,11,18.7
MS,2006,B,Natural,49,126.29
MS,2006,C,Human,1853,53298.79
MS,2006,C,Missing data/not specified/undetermined,5,273.7
MS,2006,C,Natural,14,295.0
MS,2006,D,Human,212,32624.88
MS,2006,D,Natural,3,408.0
MS,2006,E,Human,48,20931.0
MS,2006,E,Natural,1,325.0
MS,2006,F,Human,5,10769.0
MS,2006,F,Natural,1,1824.0
MS,2007,A,Human,25,3.1500000000000004
MS,2007,A,Missing data/not specified/undetermined,4,0.6000000000000001
MS,2007,A,Natural,3,0.30000000000000004
MS,2007,B,Human,1608,5164.39
MS,2007,B,Missing data/not specified/undetermined,3,1.8
MS,2007,B,Natural,12,20.3
MS,2007,C,Human,1012,30174.69
MS,2007,C,Missing data/not specified/undetermined,2,43.0
MS,2007,C,Natural,5,131.9
MS,2007,D,Human,80,11571.5
MS,2007,D,Natural,1,140.0
MS,2007,E,Human,12,5277.0
MS,2008,A,Human,36,4.76
MS,2008,A,Missing data/not specified/undetermined,14,2.0
MS,2008,A,Natural,2,0.09999999999999999
MS,2008,B,Human,56,181.42
MS,2008,B,Missing data/not specified/undetermined,1276,3746.5
MS,2008,B,Natural,1,1.0
MS,2008,C,Human,25,757.56
MS,2008,C,Missing data/not specified/undetermined,550,14939.0
MS,2008,C,Natural,1,23.0
MS,2008,D,Human,7,1040.0
MS,2008,D,Missing data/not specified/undetermined,36,5767.0
MS,2008,E,Missing data/not specified/undetermined,5,2543.0
MS,2008,F,Human,3,7168.0
MS,2009,A,Human,26,3.6500000000000004
MS,2009,A,Missing data/not specified/undetermined,17,2.0
MS,2009,A,Natural,2,0.2
MS,2009,B,Human,61,171.1
MS,2009,B,Missing data/not specified/undetermined,1237,3652.3
MS,2009,B,Natural,2,0.8
MS,2009,C,Human,30,943.4
MS,2009,C,Missing data/not specified/undetermined,539,13718.0
MS,2009,D,Human,37,5622.9
MS,2009,D,Missing data/not specified/undetermined,12,1579.0
MS,2009,E,Human,2,1161.0
MS,2010,A,Human,33,4.05
MS,2010,A,Missing data/not specified/undetermined,17,2.1
MS,2010,A,Natural,3,0.30000000000000004
MS,2010,B,Human,86,195.81
MS,2010,B,Missing data/not specified/undetermined,2004,5526.0
MS,2010,B,Natural,4,3.9
MS,2010,C,Human,29,885.56
MS,2010,C,Missing data/not specified/undetermined,709,17816.0
MS,2010,D,Human,8,1098.0
MS,2010,D,Missing data/not specified/undetermined,21,3099.0
MS,2010,E,Human,3,1360.0
MS,2010,E,Missing data/not specified/undetermined,1,510.0
MS,2010,G,Human,1,5717.0
MS,2011,A,Human,42,5.8
MS,2011,A,Missing data/not specified/undetermined,17,1.8
MS,2011,A,Natural,4,0.4
MS,2011,B,Human,83,239.81
MS,2011,B,Missing data/not specified/undetermined,951,2855.9
MS,2011,B,Natural,15,28.7
MS,2011,C,Human,33,974.63
MS,2011,C,Missing data/not specified/undetermined,424,11212.0
MS,2011,C,Natural,3,88.0
MS,2011,D,Human,19,3104.0
MS,2011,D,Missing data/not specified/undetermined,8,1235.0
MS,2011,D,Natural,3,427.0
MS,2011,E,Human,9,5905.6
MS,2011,E,Natural,1,525.0
MS,2011,F,Human,2,2422.0
MS,2012,A,Human,18,1.75
MS,2012,A,Missing data/not specified/undetermined,5,0.6000000000000001
MS,2012,A,Natural,1,0.1
MS,2012,B,Human,861,2455.9
MS,2012,B,Missing data/not specified/undetermined,11,10.7
MS,2012,B,Natural,19,51.3
MS,2012,C,Human,277,6975.95
MS,2012,C,Natural,8,265.0
MS,2012,D,Human,15,1869.0
MS,2012,D,Natural,1,140.0
MS,2012,E,Human,2,953.0
MS,2013,A,Human,17,1.9000000000000001
MS,2013,A,Missing data/not specified/undetermined,7,0.7000000000000001
MS,2013,A,Natural,6,0.6000000000000001
MS,2013,B,Human,1027,2955.5
MS,2013,B,Missing data/not specified/undetermined,5,8.1
MS,2013,B,Natural,6,18.0
MS,2013,C,Human,395,11184.0
MS,2013,C,Missing data/not specified/undetermined,5,174.1
MS,2013,C,Natural,1,16.0
MS,2013,D,Human,15,2283.0
MS,2013,E,Human,2,710.0
MS,2013,E,Natural,1,700.0
MS,2013,F,Human,1,3964.0
MS,2014,A,Human,12,1.4000000000000001
MS,2014,B,Human,1503,4499.2
MS,2014,B,Missing data/not specified/undetermined,3,3.0
MS,2014,B,Natural,10,19.0
MS,2014,C,Human,655,17371.0
MS,2014,C,Natural,6,173.0
MS,2014,D,Human,24,3779.0
MS,2014,D,Natural,1,146.0
MS,2014,E,Human,7,3205.0
MS,2014,E,Missing data/not specified/undetermined,2,1182.0
MS,2014,F,Human,1,2857.0
MS,2015,A,Human,22,2.7
MS,2015,A,Missing data/not specified/undetermined,2,0.2
MS,2015,B,Human,1466,4099.9
MS,2015,B,Missing data/not specified/undetermined,4,6.5
MS,2015,B,Natural,5,13.0
MS,2015,C,Human,571,15525.5
MS,2015,C,Natural,8,363.0
MS,2015,D,Human,30,4838.8
MS,2015,D,Missing data/not specified/undetermined,1,206.0
MS,2015,D,Natural,1,106.0
MS,2015,E,Human,11,6372.0
MS,2015,E,Natural,1,520.0
MS,2015,F,Human,1,1178.0
MS,2015,F,Missing data/not specified/undetermined,1,1830.0
MS,2015,F,Natural,1,1306.0
MS,2016,A,Human,30,3.6
MS,2016,A,Missing data/not specified/undetermined,6,0.7000000000000001
MS,2016,A,Natural,1,0.1
MS,2016,B,Human,1329,3987.96
MS,2016,B,Missing data/not specified/undetermined,9,17.0
MS,2016,B,Natural,7,14.0
MS,2016,C,Human,492,12200.34
MS,2016,C,Missing data/not specified/undetermined,2,63.0
MS,2016,C,Natural,4,95.0
MS,2016,D,Human,32,5222.0
MS,2016,D,Missing data/not specified/undetermined,3,478.0
MS,2016,D,Natural,2,309.0
MS,2016,E,Human,14,7102.0
MS,2016,E,Missing data/not specified/undetermined,2,656.0
MS,2016,F,Human,1,4248.0
MS,2017,A,Human,20,2.33
MS,2017,A,Missing data/not specified/undetermined,6,0.6000000000000001
MS,2017,A,Natural,5,0.41000000000000003
MS,2017,B,Human,730,2228.73
MS,2017,B,Missing data/not specified/undetermined,6,11.5
MS,2017,B,Natural,4,21.0
MS,2017,C,Human,436,12260.08
MS,2017,C,Missing data/not specified/undetermined,2,43.5
MS,2017,C,Natural,1,37.0
MS,2017,D,Human,43,7440.0
MS,2017,D,Missing data/not specified/undetermined,3,534.0
MS,2017,E,Human,8,3868.0
MS,2017,E,Missing data/not specified/undetermined,1,387.0
MS,2017,F,Human,1,3180.0
MS,2018,A,Human,18,2.35
MS,2018,A,Natural,1,0.2
MS,2018,B,Human,415,1458.12
MS,2018,B,Missing data/not specified/undetermined,1,1.1
MS,2018,B,Natural,5,10.3
MS,2018,C,Human,224,6270.3
MS,2018,C,Natural,2,144.0
MS,2018,D,Human,15,2375.0
MS,2018,D,Missing data/not specified/undetermined,1,220.0
MS,2018,E,Human,6,3195.3
MS,2018,F,Human,2,3406.0
MS,2019,A,Human,15,2.25
MS,2019,A,Missing data/not specified/undetermined,1,0.2
MS,2019,A,Natural,1,0.1
MS,2019,B,Human,549,1762.08
MS,2019,B,Missing data/not specified/undetermined,1,1.0
MS,2019,B,Natural,2,2.0
MS,2019,C,Human,275,7816.36
MS,2019,C,Natural,1,22.0
MS,2019,D,Human,27,4206.0
MS,2019,E,Human,9,3826.0
MS,2019,E,Missing data/not specified/undetermined,1,438.0
MS,2020,A,Human,16,2.25
MS,2020,A,Missing data/not specified/undetermined,3,0.30000000000000004
MS,2020,B,Human,399,1300.54
MS,2020,B,Missing data/not specified/undetermined,10,30.5
MS,2020,B,Natural,1,1.0
MS,2020,C,Human,245,7075.15
MS,2020,C,Missing data/not specified/undetermined,3,125.3
MS,2020,C,Natural,1,10.0
MS,2020,D,Human,24,3747.0
MS,2020,D,Missing data/not specified/undetermined,2,431.0
MS,2020,E,Human,7,3507.0
MS,2020,F,Human,6,12599.0
MS,2020,F,Missing data/not specified/undetermined,1,1698.0
MT,1992,A,Human,288,31.1
MT,1992,A,Missing data/not specified/undetermined,277,10.780000000000001
MT,1992,A,Natural,310,34.2
MT,1992,B,Human,353,553.6
MT,1992,B,Missing data/not specified/undetermined,94,189.43
MT,1992,B,Natural,157,272.7
MT,1992,C,Human,74,2411.6
MT,1992,C,Missing data/not specified/undetermined,10,413.0
MT,1992,C,Natural,27,917.0
MT,1992,D,Human,11,1810.8
MT,1992,D,Missing data/not specified/undetermined,6,1036.0
MT,1992,D,Natural,11,1901.0
MT,1992,E,Human,2,1535.0
MT,1992,E,Missing data/not specified/undetermined,3,1460.0
MT,1992,E,Natural,7,3876.5
MT,1992,F,Human,3,7190.0
MT,1992,F,Missing data/not specified/undetermined,3,3690.0
MT,1992,F,Natural,3,3850.0
MT,1992,G,Natural,1,7379.0
MT,1993,A,Human,198,22.1
MT,1993,A,Missing data/not specified/undetermined,157,5.3100000000000005
MT,1993,A,Natural,106,11.4
MT,1993,B,Human,159,273.3
MT,1993,B,Missing data/not specified/undetermined,29,42.0
MT,1993,B,Natural,37,88.6
MT,1993,C,Human,32,1308.5
MT,1993,C,Natural,12,300.0
MT,1993,D,Human,8,1209.2
MT,1993,D,Missing data/not specified/undetermined,1,135.0
MT,1993,E,Human,1,523.0
MT,1993,E,Natural,2,1000.0
MT,1993,G,Missing data/not specified/undetermined,1,7680.0
MT,1994,A,Human,362,40.800000000000004
MT,1994,A,Missing data/not specified/undetermined,440,27.59
MT,1994,A,Natural,782,90.10000000000001
MT,1994,B,Human,364,556.8
MT,1994,B,Missing data/not specified/undetermined,174,265.84
MT,1994,B,Natural,504,820.0
MT,1994,C,Human,69,2249.0
MT,1994,C,Missing data/not specified/undetermined,28,683.5
MT,1994,C,Natural,118,3716.6
MT,1994,D,Human,13,2723.5
MT,1994,D,Missing data/not specified/undetermined,6,1015.0
MT,1994,D,Natural,26,4123.1
MT,1994,E,Human,7,4735.0
MT,1994,E,Missing data/not specified/undetermined,10,5220.0
MT,1994,E,Natural,32,19441.0
MT,1994,F,Human,4,11750.0
MT,1994,F,Missing data/not specified/undetermined,4,4773.0
MT,1994,F,Natural,24,50356.0
MT,1994,G,Human,1,60300.0
MT,1994,G,Missing data/not specified/undetermined,2,11400.0
MT,1994,G,Natural,9,81323.0
MT,1995,A,Human,306,30.25
MT,1995,A,Natural,277,26.490000000000002
MT,1995,B,Human,230,402.26
MT,1995,B,Missing data/not specified/undetermined,3,13.5
MT,1995,B,Natural,121,195.55
MT,1995,C,Human,39,1016.0
MT,1995,C,Natural,37,1241.9
MT,1995,D,Human,12,1878.3
MT,1995,D,Natural,7,1295.0
MT,1995,E,Human,9,4100.7
MT,1995,E,Natural,5,2782.0
MT,1995,F,Human,4,8821.0
MT,1995,F,Natural,2,3381.0
MT,1996,A,Human,455,44.82
MT,1996,A,Missing data/not specified/undetermined,2,0.2
MT,1996,A,Natural,500,50.580000000000005
MT,1996,B,Human,414,714.28
MT,1996,B,Missing data/not specified/undetermined,3,2.5
MT,1996,B,Natural,362,640.15
MT,1996,C,Human,70,2354.4
MT,1996,C,Missing data/not specified/undetermined,2,136.2
MT,1996,C,Natural,79,2451.7
MT,1996,D,Human,19,3100.2
MT,1996,D,Natural,30,4667.1
MT,1996,E,Human,14,6765.1
MT,1996,E,Natural,17,8482.6
MT,1996,F,Human,7,18290.0
MT,1996,F,Natural,10,26262.3
MT,1996,G,Human,2,17257.0
MT,1996,G,Missing data/not specified/undetermined,1,10031.0
MT,1996,G,Natural,3,107590.0
MT,1997,A,Human,247,23.580000000000002
MT,1997,A,Natural,294,27.75
MT,1997,B,Human,239,425.2
MT,1997,B,Missing data/not specified/undetermined,1,1.0
MT,1997,B,Natural,134,200.3
MT,1997,C,Human,33,726.4
MT,1997,C,Natural,25,743.0
MT,1997,D,Human,7,918.4
MT,1997,D,Missing data/not specified/undetermined,1,104.0
MT,1997,D,Natural,5,720.0
MT,1997,E,Human,1,436.0
MT,1997,E,Natural,3,1732.0
MT,1997,F,Human,2,4081.0
MT,1997,F,Missing data/not specified/undetermined,1,1204.5
MT,1998,A,Human,394,41.07
MT,1998,A,Natural,602,63.260000000000005
MT,1998,B,Human,388,714.4
MT,1998,B,Natural,341,617.65
MT,1998,C,Human,50,1454.3
MT,1998,C,Natural,71,2406.7
MT,1998,D,Human,15,2382.0
MT,1998,D,Natural,17,2616.5
MT,1998,E,Human,6,3774.0
MT,1998,E,Natural,8,4159.9
MT,1998,F,Human,1,3950.0
MT,1998,F,Natural,9,21624.5
MT,1998,G,Human,1,7038.0
MT,1998,G,Natural,5,50514.89
MT,1999,A,Human,584,59.53
MT,1999,A,Missing data/not specified/undetermined,2,0.02
MT,1999,A,Natural,598,63.81
MT,1999,B,Human,443,790.15
MT,1999,B,Natural,268,476.73
MT,1999,C,Human,75,2313.6
MT,1999,C,Natural,48,1605.5
MT,1999,D,Human,19,3091.75
MT,1999,D,Natural,11,1960.0
MT,1999,E,Human,9,5531.0
MT,1999,E,Natural,13,6729.0
MT,1999,F,Human,10,21663.0
MT,1999,F,Natural,4,9631.05
MT,1999,G,Human,2,14752.0
MT,1999,G,Natural,3,50292.0
MT,2000,A,Human,458,45.54
MT,2000,A,Natural,682,70.33
MT,2000,B,Human,399,690.35
MT,2000,B,Natural,527,1003.13
MT,2000,C,Human,59,1944.16
MT,2000,C,Natural,141,4395.3
MT,2000,D,Human,13,1991.6
MT,2000,D,Missing data/not specified/undetermined,1,263.9
MT,2000,D,Natural,29,5471.0
MT,2000,E,Human,9,4433.0
MT,2000,E,Natural,46,25698.0
MT,2000,F,Human,3,5701.0
MT,2000,F,Natural,26,58179.0
MT,2000,G,Human,6,159824.0
MT,2000,G,Natural,28,553120.0
MT,2001,A,Human,538,57.64
MT,2001,A,Natural,340,38.35
MT,2001,B,Human,356,695.6
MT,2001,B,Natural,233,397.9
MT,2001,C,Human,42,1094.5
MT,2001,C,Natural,42,1284.6
MT,2001,D,Human,12,1497.5
MT,2001,D,Natural,10,1489.0
MT,2001,E,Human,6,3223.0
MT,2001,E,Natural,8,5377.0
MT,2001,F,Human,4,6670.0
MT,2001,F,Natural,6,16928.0
MT,2001,G,Natural,5,123796.0
MT,2002,A,Human,535,52.760000000000005
MT,2002,A,Natural,466,50.620000000000005
MT,2002,B,Human,212,345.9
MT,2002,B,Natural,256,429.65
MT,2002,C,Human,39,1124.4
MT,2002,C,Natural,49,1381.3
MT,2002,D,Human,8,1211.0
MT,2002,D,Natural,12,1943.0
MT,2002,E,Human,5,2842.0
MT,2002,E,Natural,3,1400.0
MT,2002,F,Human,3,5772.7
MT,2002,F,Natural,3,7293.0
MT,2002,G,Human,2,10859.0
MT,2002,G,Natural,4,91395.0
MT,2003,A,Human,730,77.45
MT,2003,A,Natural,757,85.16000000000001
MT,2003,B,Human,308,534.0
MT,2003,B,Natural,377,711.88
MT,2003,C,Human,44,1468.4
MT,2003,C,Natural,105,3012.17
MT,2003,D,Human,13,2217.01
MT,2003,D,Natural,26,4332.9
MT,2003,E,Human,9,4584.23
MT,2003,E,Natural,36,18970.69
MT,2003,F,Human,6,12156.7
MT,2003,F,Natural,34,85304.5
MT,2003,G,Human,3,72109.0
MT,2003,G,Natural,24,544632.2
MT,2004,A,Human,558,56.64
MT,2004,A,Natural,465,50.940000000000005
MT,2004,B,Human,199,373.69
MT,2004,B,Natural,172,340.8
MT,2004,C,Human,36,996.7
MT,2004,C,Natural,40,1039.0
MT,2004,D,Human,7,1300.0
MT,2004,D,Natural,10,1652.3
MT,2004,E,Human,2,844.0
MT,2004,E,Natural,8,3605.0
MT,2004,F,Human,1,3040.0
MT,2004,F,Natural,5,9569.0
MT,2005,A,Human,606,63.74
MT,2005,A,Natural,323,40.76
MT,2005,B,Human,265,481.99
MT,2005,B,Missing data/not specified/undetermined,2,7.0
MT,2005,B,Natural,157,278.46999999999997
MT,2005,C,Human,41,1292.4
MT,2005,C,Natural,34,887.7
MT,2005,D,Human,12,2159.9
MT,2005,D,Natural,12,2311.1
MT,2005,E,Human,9,5009.0
MT,2005,E,Natural,10,5504.5
MT,2005,F,Human,8,14130.3
