id,case_number,date,block,iucr,primary_type,description,location_description,arrest,domestic,beat,district,ward,community_area,fbi_code,x_coordinate,y_coordinate,year,updated_on,latitude,longitude,location
14071190,JK100562,2025-12-31T13:48:00.000,021XX N LAMON AVE,0890,THEFT,FROM BUILDING,APARTMENT,False,False,2522,025,26,19,06,1143372,1913991,2025,2026-03-14T15:41:39.000,41.920029366,-87.748655563,"{'latitude': '41.920029366', 'longitude': '-87.748655563', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}"
14070378,JJ540205,2025-12-31T13:46:00.000,007XX W 31ST ST,0860,THEFT,RETAIL THEFT,COMMERCIAL / BUSINESS OFFICE,True,False,0915,009,11,60,06,1171697,1884328,2025,2026-03-14T15:41:39.000,41.83805499,-87.645458414,"{'latitude': '41.83805499', 'longitude': '-87.645458414', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}"
14070455,JJ540287,2025-12-31T13:45:00.000,040XX W POLK ST,0820,THEFT,$500 AND UNDER,RESIDENCE - PORCH / HALLWAY,False,False,1132,011,24,26,06,1149648,1896141,2025,2026-03-14T15:41:39.000,41.870927379,-87.726060463,"{'latitude': '41.870927379', 'longitude': '-87.726060463', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}"
14070566,JJ540251,2025-12-31T13:40:00.000,007XX W 69TH ST,143A,WEAPONS VIOLATION,UNLAWFUL POSSESSION - HANDGUN,STREET,True,False,0732,007,6,68,15,1172333,1859113,2025,2026-03-14T15:41:39.000,41.768848426,-87.643866847,"{'latitude': '41.768848426', 'longitude': '-87.643866847', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}"
14070532,JJ540393,2025-12-31T13:40:00.000,064XX N MOZART ST,0520,ASSAULT,AGGRAVATED - KNIFE / CUTTING INSTRUMENT,APARTMENT,False,True,2412,024,50,2,04A,1156163,1942542,2025,2026-03-14T15:41:39.000,41.998126121,-87.700884754,"{'latitude': '41.998126121', 'longitude': '-87.700884754', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}"
14070402,JJ540221,2025-12-31T13:38:00.000,028XX W JACKSON BLVD,0486,BATTERY,DOMESTIC BATTERY SIMPLE,APARTMENT,True,True,1124,011,27,27,08B,1157541,1898567,2025,2026-03-14T15:41:39.000,41.877427678,-87.697016296,"{'latitude': '41.877427678', 'longitude': '-87.697016296', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}"
14070657,JJ540279,2025-12-31T13:35:00.000,001XX N MICHIGAN AVE,0890,THEFT,FROM BUILDING,RESTAURANT,False,False,0114,001,34,32,06,1177270,1901551,2025,2026-03-14T15:41:39.000,41.885191719,-87.624486846,"{'latitude': '41.885191719', 'longitude': '-87.624486846', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}"
14070425,JJ540191,2025-12-31T13:34:00.000,012XX N MONTICELLO AVE,1812,NARCOTICS,POSSESS - CANNABIS MORE THAN 30 GRAMS,SIDEWALK,True,False,2535,025,36,23,18,1151815,1907916,2025,2026-03-14T15:41:39.000,41.903196858,-87.71779448,"{'latitude': '41.903196858', 'longitude': '-87.71779448', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}"
14076160,JK105611,2025-12-31T13:34:00.000,061XX N LINCOLN AVE,0860,THEFT,RETAIL THEFT,DEPARTMENT STORE,False,False,1711,017,50,13,06,1152804,1941021,2025,2026-03-14T15:41:39.000,41.994019837,-87.713281946,"{'latitude': '41.994019837', 'longitude': '-87.713281946', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}"
14071278,JJ540569,2025-12-31T13:30:00.000,041XX W 57TH PL,2826,OTHER OFFENSE,HARASSMENT BY ELECTRONIC MEANS,RESIDENCE,False,False,0813,008,13,62,26,1149817,1866154,2025,2026-03-14T15:41:39.000,41.788635709,-87.726218038,"{'latitude': '41.788635709', 'longitude': '-87.726218038', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}"
14070384,JJ540255,2025-12-31T13:30:00.000,0000X E CEDAR ST,0760,BURGLARY,BURGLARY FROM MOTOR VEHICLE,DRIVEWAY - RESIDENTIAL,False,False,1824,018,2,8,06,1176531,1907814,2025,2026-03-14T15:41:39.000,41.902394425,-87.62701122,"{'latitude': '41.902394425', 'longitude': '-87.62701122', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}"
14070332,JJ540173,2025-12-31T13:30:00.000,021XX S SPAULDING AVE,502P,OTHER OFFENSE,FALSE / STOLEN / ALTERED TRP,STREET,False,False,1024,010,24,30,26,1154698,1889350,2025,2026-03-14T15:41:39.000,41.852192589,-87.707701693,"{'latitude': '41.852192589', 'longitude': '-87.707701693', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}"
14070415,JJ540185,2025-12-31T13:30:00.000,006XX E 67TH ST,0460,BATTERY,SIMPLE,SIDEWALK,False,False,0321,003,20,42,08B,1181868,1860736,2025,2026-03-14T15:41:39.000,41.773087037,-87.608866374,"{'latitude': '41.773087037', 'longitude': '-87.608866374', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}"
14077497,JK107845,2025-12-31T13:29:00.000,043XX N HONORE ST,4386,OTHER OFFENSE,VIOLATION OF CIVIL NO CONTACT ORDER,APARTMENT,False,True,1912,019,47,5,26,1163249,1928914,2025,2026-03-14T15:41:39.000,41.960583812,-87.67520297,"{'latitude': '41.960583812', 'longitude': '-87.67520297', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}"
14070390,JJ540203,2025-12-31T13:29:00.000,069XX S LAFAYETTE AVE,1121,DECEPTIVE PRACTICE,COUNTERFEITING DOCUMENT,RESTAURANT,False,False,0731,007,6,69,10,1177024,1859232,2025,2026-03-14T15:41:39.000,41.769070498,-87.626668445,"{'latitude': '41.769070498', 'longitude': '-87.626668445', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}"
14075085,JK104543,2025-12-31T13:25:00.000,013XX W 97TH PL,0820,THEFT,$500 AND UNDER,RESIDENCE,False,False,2213,022,21,73,06,1169093,1840174,2025,2026-03-14T15:41:39.000,41.716947827,-87.65628928,"{'latitude': '41.716947827', 'longitude': '-87.65628928', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}"
14070671,JJ540519,2025-12-31T13:20:00.000,077XX S WOLCOTT AVE,2820,OTHER OFFENSE,TELEPHONE THREAT,RESIDENCE,False,True,0611,006,17,71,08A,1165032,1853363,2025,2026-03-14T15:41:39.000,41.753227113,-87.670791108,"{'latitude': '41.753227113', 'longitude': '-87.670791108', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}"
14070538,JJ540177,2025-12-31T13:15:00.000,041XX S FEDERAL ST,2820,OTHER OFFENSE,TELEPHONE THREAT,APARTMENT,False,True,0213,002,3,38,08A,1176378,1877703,2025,2026-03-14T15:41:39.000,41.819771291,-87.628481227,"{'latitude': '41.819771291', 'longitude': '-87.628481227', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}"
14075219,JK105193,2025-12-31T13:10:00.000,006XX N LA SALLE DR,0890,THEFT,FROM BUILDING,RESIDENCE,False,False,1832,018,42,8,06,1175015,1904892,2025,2026-03-14T15:41:39.000,41.894410424,-87.632667323,"{'latitude': '41.894410424', 'longitude': '-87.632667323', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}"
14070461,JJ540178,2025-12-31T13:08:00.000,079XX S HERMITAGE AVE,1330,CRIMINAL TRESPASS,TO LAND,OTHER (SPECIFY),False,False,0611,006,17,71,26,1166058,1852095,2025,2026-03-14T15:41:39.000,41.749725799,-87.667067181,"{'latitude': '41.749725799', 'longitude': '-87.667067181', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}"
14070391,JJ540153,2025-12-31T13:05:00.000,029XX W ADDISON ST,0860,THEFT,RETAIL THEFT,DEPARTMENT STORE,True,False,1733,017,33,21,06,1155975,1923781,2025,2026-03-14T15:41:39.000,41.946648722,-87.702084879,"{'latitude': '41.946648722', 'longitude': '-87.702084879', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}"
14071734,JK101123,2025-12-31T13:00:00.000,050XX N WESTERN AVE,0710,THEFT,THEFT FROM MOTOR VEHICLE,PARKING LOT / GARAGE (NON RESIDENTIAL),False,False,2031,020,40,4,06,1159454,1933219,2025,2026-03-14T15:41:39.000,41.972476083,-87.689036266,"{'latitude': '41.972476083', 'longitude': '-87.689036266', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}"
14076682,JK106969,2025-12-31T13:00:00.000,046XX S ELLIS AVE,0910,MOTOR VEHICLE THEFT,AUTOMOBILE,STREET,False,False,0222,002,4,39,07,1183699,1874497,2025,2026-03-14T15:41:39.000,41.810805856,-87.601725179,"{'latitude': '41.810805856', 'longitude': '-87.601725179', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}"
14072075,JK101369,2025-12-31T13:00:00.000,069XX S GREEN ST,0610,BURGLARY,FORCIBLE ENTRY,RESIDENCE,False,False,0733,007,16,68,05,1171831,1858865,2025,2026-03-14T15:41:39.000,41.768178912,-87.645714196,"{'latitude': '41.768178912', 'longitude': '-87.645714196', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}"
14070592,JJ540336,2025-12-31T13:00:00.000,005XX E 75TH ST,1710,OFFENSE INVOLVING CHILDREN,ENDANGERING LIFE / HEALTH OF CHILD,DAY CARE CENTER,False,True,0323,003,6,69,20,1181039,1855400,2025,2026-03-14T15:41:39.000,41.758463627,-87.612069274,"{'latitude': '41.758463627', 'longitude': '-87.612069274', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}"
14071463,JK100930,2025-12-31T13:00:00.000,076XX S KEDZIE AVE,502R,OTHER OFFENSE,VEHICLE TITLE / REGISTRATION OFFENSE,STREET,False,False,0835,008,18,70,26,1156366,1853877,2025,2026-03-14T15:41:39.000,41.754816353,-87.702535145,"{'latitude': '41.754816353', 'longitude': '-87.702535145', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}"
14071511,JK101022,2025-12-31T13:00:00.000,002XX W 24TH PL,1320,CRIMINAL DAMAGE,TO VEHICLE,STREET,False,False,0914,009,11,34,14,1174961,1888062,2025,2026-03-14T15:41:39.000,41.848229025,-87.633369687,"{'latitude': '41.848229025', 'longitude': '-87.633369687', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}"
14070406,JJ540157,2025-12-31T12:56:00.000,033XX W SUNNYSIDE AVE,0560,ASSAULT,SIMPLE,RESIDENCE - PORCH / HALLWAY,False,False,1724,017,33,14,08A,1153139,1929707,2025,2026-03-14T15:41:39.000,41.962966913,-87.712351374,"{'latitude': '41.962966913', 'longitude': '-87.712351374', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}"
14070346,JJ540155,2025-12-31T12:50:00.000,044XX N LINCOLN AVE,1330,CRIMINAL TRESPASS,TO LAND,LIBRARY,True,False,1911,019,47,4,26,1160731,1929529,2025,2026-03-14T15:41:39.000,41.962324098,-87.684443267,"{'latitude': '41.962324098', 'longitude': '-87.684443267', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}"
14070423,JJ540254,2025-12-31T12:49:00.000,075XX N PAULINA ST,4650,OTHER OFFENSE,SEX OFFENDER - FAIL TO REGISTER,SIDEWALK,True,False,2422,024,49,1,26,1163669,1950095,2025,2026-03-14T15:41:39.000,42.018696268,-87.673058465,"{'latitude': '42.018696268', 'longitude': '-87.673058465', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}"
14070403,JJ540139,2025-12-31T12:46:00.000,013XX W WELLINGTON AVE,0486,BATTERY,DOMESTIC BATTERY SIMPLE,STREET,False,True,1933,019,32,6,08B,1166765,1920033,2025,2026-03-14T15:41:39.000,41.936139123,-87.662531989,"{'latitude': '41.936139123', 'longitude': '-87.662531989', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}"
14071520,JK100992,2025-12-31T12:40:00.000,024XX N SACRAMENTO AVE,0560,ASSAULT,SIMPLE,STREET,False,False,1414,014,35,22,08A,1155968,1915892,2025,2026-03-14T15:41:39.000,41.925000877,-87.702324043,"{'latitude': '41.925000877', 'longitude': '-87.702324043', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}"
14070432,JJ540179,2025-12-31T12:39:00.000,118XX S WESTERN AVE,0860,THEFT,RETAIL THEFT,SMALL RETAIL STORE,False,False,2212,022,19,75,06,1162524,1826086,2025,2026-03-14T15:41:39.000,41.678427129,-87.680739677,"{'latitude': '41.678427129', 'longitude': '-87.680739677', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}"
14071611,JK100414,2025-12-31T12:30:00.000,011XX E 46TH ST,0810,THEFT,OVER $500,RESIDENCE,False,False,0222,002,4,39,06,1184536,1874736,2025,2026-03-14T15:41:39.000,41.811442095,-87.598647689,"{'latitude': '41.811442095', 'longitude': '-87.598647689', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}"
14070289,JJ540121,2025-12-31T12:30:00.000,044XX N TRIPP AVE,0580,STALKING,SIMPLE,STREET,False,True,1722,017,39,16,08A,1147197,1929107,2025,2026-03-14T15:41:39.000,41.961436557,-87.734213551,"{'latitude': '41.961436557', 'longitude': '-87.734213551', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}"
14070290,JJ540140,2025-12-31T12:30:00.000,085XX S MARSHFIELD AVE,0820,THEFT,$500 AND UNDER,APARTMENT,False,False,0614,006,18,71,06,1166828,1848117,2025,2026-03-14T15:41:39.000,41.738793199,-87.664358896,"{'latitude': '41.738793199', 'longitude': '-87.664358896', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}"
14070479,JJ540133,2025-12-31T12:30:00.000,063XX S WOOD ST,0486,BATTERY,DOMESTIC BATTERY SIMPLE,RESIDENCE,False,True,0726,007,15,67,08B,1165429,1862608,2025,2026-03-14T15:41:39.000,41.778588251,-87.66907461,"{'latitude': '41.778588251', 'longitude': '-87.66907461', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}"
14070433,JJ540244,2025-12-31T12:29:00.000,118XX S WESTERN AVE,0860,THEFT,RETAIL THEFT,SMALL RETAIL STORE,False,False,2212,022,19,75,06,1162526,1826017,2025,2026-03-14T15:41:39.000,41.678237739,-87.68073427,"{'latitude': '41.678237739', 'longitude': '-87.68073427', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}"
14070473,JJ540122,2025-12-31T12:27:00.000,006XX N LOCKWOOD AVE,0560,ASSAULT,SIMPLE,APARTMENT,False,False,1524,015,37,25,08A,1140915,1903718,2025,2026-03-14T15:41:39.000,41.891884688,-87.757936305,"{'latitude': '41.891884688', 'longitude': '-87.757936305', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}"
14070396,JJ540322,2025-12-31T12:26:00.000,002XX W 63RD ST,2820,OTHER OFFENSE,TELEPHONE THREAT,GAS STATION,False,False,0722,007,20,68,08A,1175510,1863188,2025,2026-03-14T15:41:39.000,41.779960201,-87.632099778,"{'latitude': '41.779960201', 'longitude': '-87.632099778', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}"
14070647,JJ540148,2025-12-31T12:25:00.000,094XX S ASHLAND AVE,0820,THEFT,$500 AND UNDER,GROCERY FOOD STORE,False,False,2221,022,21,73,06,1167325,1842212,2025,2026-03-14T15:41:39.000,41.722578383,-87.662706548,"{'latitude': '41.722578383', 'longitude': '-87.662706548', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}"
14070500,JJ540150,2025-12-31T12:22:00.000,002XX W RANDOLPH ST,0810,THEFT,OVER $500,RESTAURANT,False,False,0122,001,42,32,06,1174601,1901265,2025,2026-03-14T15:41:39.000,41.884466997,-87.634296325,"{'latitude': '41.884466997', 'longitude': '-87.634296325', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}"
14070512,JJ540131,2025-12-31T12:16:00.000,057XX N CENTRAL PARK AVE,0930,MOTOR VEHICLE THEFT,THEFT / RECOVERY - AUTOMOBILE,STREET,False,False,1711,017,39,13,07,1151347,1937856,2025,2026-03-14T15:41:39.000,41.985363727,-87.718724993,"{'latitude': '41.985363727', 'longitude': '-87.718724993', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}"
14071961,JK101408,2025-12-31T12:15:00.000,072XX S MERRILL AVE,0910,MOTOR VEHICLE THEFT,AUTOMOBILE,VEHICLE NON-COMMERCIAL,False,False,0333,003,5,43,07,1191806,1857504,2025,2026-03-14T15:41:39.000,41.763982679,-87.572541517,"{'latitude': '41.763982679', 'longitude': '-87.572541517', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}"
14071977,JK101469,2025-12-31T12:13:00.000,002XX W DIVISION ST,2825,OTHER OFFENSE,HARASSMENT BY TELEPHONE,COMMERCIAL / BUSINESS OFFICE,False,False,1821,018,2,8,26,1174353,1908326,2025,2026-03-14T15:41:39.000,41.903848309,-87.634995965,"{'latitude': '41.903848309', 'longitude': '-87.634995965', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}"
14071001,JJ540181,2025-12-31T12:04:00.000,078XX S MARYLAND AVE,1330,CRIMINAL TRESPASS,TO LAND,APARTMENT,False,False,0624,006,8,69,26,1183261,1853219,2025,2026-03-14T15:41:39.000,41.752427329,-87.603993674,"{'latitude': '41.752427329', 'longitude': '-87.603993674', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}"
14083044,JK114367,2025-12-31T12:01:00.000,003XX W 105TH ST,0915,MOTOR VEHICLE THEFT,"TRUCK, BUS, MOTOR HOME",DRIVEWAY - RESIDENTIAL,False,False,0512,005,21,49,07,1175884,1835298,2025,2026-03-14T15:41:39.000,41.703418158,-87.631562476,"{'latitude': '41.703418158', 'longitude': '-87.631562476', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}"
14070287,JJ540107,2025-12-31T12:01:00.000,038XX W ROOSEVELT RD,1310,CRIMINAL DAMAGE,TO PROPERTY,COMMERCIAL / BUSINESS OFFICE,False,False,1011,010,24,29,14,1150785,1894432,2025,2026-03-14T15:41:39.000,41.866215538,-87.721930788,"{'latitude': '41.866215538', 'longitude': '-87.721930788', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}"
14141398,JK187019,2025-12-31T12:00:00.000,043XX W OGDEN AVE,1120,DECEPTIVE PRACTICE,FORGERY,RESIDENCE,False,False,1013,010,22,29,10,1147635,1887749,2025,2026-03-23T15:42:13.000,41.847937523,-87.733666162,"{'latitude': '41.847937523', 'longitude': '-87.733666162', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}"
14095210,JK130608,2025-12-31T12:00:00.000,034XX W FLOURNOY ST,0890,THEFT,FROM BUILDING,APARTMENT,False,False,1133,011,24,27,06,1153526,1896819,2025,2026-03-14T15:41:39.000,41.872711717,-87.711804831,"{'latitude': '41.872711717', 'longitude': '-87.711804831', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}"
14076804,JK106316,2025-12-31T12:00:00.000,007XX E 91ST PL,0910,MOTOR VEHICLE THEFT,AUTOMOBILE,STREET,False,False,0633,006,8,44,07,1182748,1844465,2025,2026-03-14T15:41:39.000,41.728417297,-87.606144656,"{'latitude': '41.728417297', 'longitude': '-87.606144656', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}"
14083969,JK116146,2025-12-31T12:00:00.000,020XX N LINCOLN PARK WEST,1122,DECEPTIVE PRACTICE,COUNTERFEIT CHECK,APARTMENT,False,False,1814,018,43,7,10,1173928,1913970,2025,2026-03-14T15:41:39.000,41.919345195,-87.636388619,"{'latitude': '41.919345195', 'longitude': '-87.636388619', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}"
14073935,JK103758,2025-12-31T12:00:00.000,035XX N BROADWAY,0870,THEFT,POCKET-PICKING,SMALL RETAIL STORE,False,False,1925,019,46,6,06,1171076,1923738,2025,2026-03-14T15:41:39.000,41.946212132,-87.646579678,"{'latitude': '41.946212132', 'longitude': '-87.646579678', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}"
14070349,JJ540090,2025-12-31T12:00:00.000,071XX S AVERS AVE,2820,OTHER OFFENSE,TELEPHONE THREAT,RESIDENCE,False,False,0833,008,23,65,08A,1151935,1856950,2025,2026-03-14T15:41:39.000,41.763337179,-87.718693205,"{'latitude': '41.763337179', 'longitude': '-87.718693205', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}"
14070329,JJ540097,2025-12-31T12:00:00.000,003XX E GARFIELD BLVD,0486,BATTERY,DOMESTIC BATTERY SIMPLE,CTA TRAIN,False,True,0231,002,3,40,08B,1179210,1868614,2025,2026-03-14T15:41:39.000,41.794766069,-87.618369729,"{'latitude': '41.794766069', 'longitude': '-87.618369729', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}"
14071118,JJ540098,2025-12-31T12:00:00.000,078XX S BURNHAM AVE,4255,KIDNAPPING,UNLAWFUL VISITATION INTERFERENCE,APARTMENT,False,False,0421,004,7,43,26,1196081,1853571,2025,2026-03-14T15:41:39.000,41.753085419,-87.557003062,"{'latitude': '41.753085419', 'longitude': '-87.557003062', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}"
14070304,JJ540093,2025-12-31T12:00:00.000,042XX W WASHINGTON BLVD,2024,NARCOTICS,POSSESS - HEROIN (WHITE),ALLEY,True,False,1115,011,28,26,18,1148212,1900158,2025,2026-03-14T15:41:39.000,41.881978249,-87.731229119,"{'latitude': '41.881978249', 'longitude': '-87.731229119', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}"
14071519,JK101005,2025-12-31T12:00:00.000,050XX S LARAMIE AVE,0910,MOTOR VEHICLE THEFT,AUTOMOBILE,STREET,True,False,0814,008,23,56,07,1142548,1870670,2025,2026-03-14T15:41:39.000,41.801166124,-87.752759453,"{'latitude': '41.801166124', 'longitude': '-87.752759453', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}"
14118422,JK158761,2025-12-31T11:59:00.000,008XX W 70TH ST,1153,DECEPTIVE PRACTICE,FINANCIAL IDENTITY THEFT OVER $ 300,APARTMENT,False,False,0733,007,16,68,11,1171732,1858433,2025,2026-03-14T15:41:39.000,41.766995622,-87.64608973,"{'latitude': '41.766995622', 'longitude': '-87.64608973', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}"
14070555,JJ540086,2025-12-31T11:56:00.000,016XX W JACKSON BLVD,0545,ASSAULT,"PROTECTED EMPLOYEE - HANDS, FISTS, FEET, NO / MINOR INJURY",HOSPITAL BUILDING / GROUNDS,False,False,1231,012,34,28,08A,1165476,1898692,2025,2026-03-14T15:41:39.000,41.87760556,-87.667877617,"{'latitude': '41.87760556', 'longitude': '-87.667877617', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}"
14070359,JJ540105,2025-12-31T11:55:00.000,003XX S WESTERN AVE,1310,CRIMINAL DAMAGE,TO PROPERTY,APARTMENT,False,True,1225,012,27,28,14,1160451,1898423,2025,2026-03-14T15:41:39.000,41.87697283,-87.68633554,"{'latitude': '41.87697283', 'longitude': '-87.68633554', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}"
14070370,JJ540112,2025-12-31T11:51:00.000,0000X E 112TH PL,0420,BATTERY,AGGRAVATED - KNIFE / CUTTING INSTRUMENT,APARTMENT,True,False,0531,005,9,49,04B,1178433,1830383,2025,2026-03-14T15:41:39.000,41.689873321,-87.62237719,"{'latitude': '41.689873321', 'longitude': '-87.62237719', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}"
14072190,JK101647,2025-12-31T11:50:00.000,070XX W NORTH AVE,0460,BATTERY,SIMPLE,COMMERCIAL / BUSINESS OFFICE,False,False,2513,025,29,25,08B,1129287,1909862,2025,2026-03-14T15:41:39.000,41.908950704,-87.800501462,"{'latitude': '41.908950704', 'longitude': '-87.800501462', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}"
14071360,JK100760,2025-12-31T11:50:00.000,047XX W BELLE PLAINE AVE,1477,WEAPONS VIOLATION,RECKLESS FIREARM DISCHARGE,RESIDENCE,False,False,1722,017,45,15,15,1143931,1926916,2025,2026-03-14T15:41:39.000,41.955486303,-87.746276475,"{'latitude': '41.955486303', 'longitude': '-87.746276475', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}"
14070457,JJ540256,2025-12-31T11:49:00.000,018XX N AUSTIN AVE,1152,DECEPTIVE PRACTICE,ILLEGAL USE CASH CARD,APARTMENT,False,False,2513,025,29,25,11,1136119,1911556,2025,2026-03-14T15:41:39.000,41.913480042,-87.775362939,"{'latitude': '41.913480042', 'longitude': '-87.775362939', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}"
14072511,JK101502,2025-12-31T11:46:00.000,064XX W ARCHER AVE,0810,THEFT,OVER $500,OTHER (SPECIFY),False,False,0811,008,13,56,06,1134180,1867387,2025,2026-03-14T15:41:39.000,41.792307985,-87.783525543,"{'latitude': '41.792307985', 'longitude': '-87.783525543', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}"
14070270,JJ540085,2025-12-31T11:45:00.000,100XX W OHARE ST,2850,PUBLIC PEACE VIOLATION,BOMB THREAT,AIRPORT EXTERIOR - NON-SECURE AREA,False,False,1651,016,41,76,24,1100658,1934241,2025,2026-03-14T15:41:39.000,41.976290414,-87.905227221,"{'latitude': '41.976290414', 'longitude': '-87.905227221', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}"
14070458,JJ540073,2025-12-31T11:44:00.000,008XX E 63RD ST,1330,CRIMINAL TRESPASS,TO LAND,PARKING LOT / GARAGE (NON RESIDENTIAL),True,False,0313,003,20,42,26,1182846,1863417,2025,2026-03-14T15:41:39.000,41.780421287,-87.605198095,"{'latitude': '41.780421287', 'longitude': '-87.605198095', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}"
14075076,JK104568,2025-12-31T11:30:00.000,016XX N WELLS ST,1150,DECEPTIVE PRACTICE,CREDIT CARD FRAUD,APARTMENT,False,False,1814,018,2,7,11,1174397,1911377,2025,2026-03-14T15:41:39.000,41.912219416,-87.634743071,"{'latitude': '41.912219416', 'longitude': '-87.634743071', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}"
14070350,JJ540072,2025-12-31T11:30:00.000,028XX W SUMMERDALE AVE,0486,BATTERY,DOMESTIC BATTERY SIMPLE,APARTMENT,False,True,2011,020,39,4,08B,1156492,1935412,2025,2026-03-14T15:41:39.000,41.9785544,-87.699868476,"{'latitude': '41.9785544', 'longitude': '-87.699868476', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}"
