feature,perm_importance
d_log_gdp_pc_c,0.058504875006307834
d_renew_share,0.0121681394299266
d_regulatory_quality,0.005832007292388442
d_urban_pct,0.002481612746934586
d_fossil_fuel_pct,0.0
d_dependency_ratio,-0.0015664450038158028
d_trade_pct_gdp,-0.004948162782791749
