feature,importance
log_gdp_pc_sq,0.4638365100419765
log_gdp_pc,0.2347006291994477
renew_share,0.1479734762654274
country_fixed_effects,0.05684751676665256
dependency_ratio,0.0525864649930747
fossil_fuel_pct,0.015497721668907572
regulatory_quality,0.008918481488879578
income_group,0.008613272351455814
urban_pct,0.005699410201678926
trade_pct_gdp,0.005326517022499375
